title,year,genres_ml,rating_movielens
bhaji on the beach,1993,"['Comedy', 'Drama']",3.5
little big league,1994,"['Comedy', 'Drama']",2.67
ciao professore io speriamo che me la cavo,1992,['Drama'],3.5
spanking the monkey,1994,"['Comedy', 'Drama']",3.25
little rascals the,1994,"['Children', 'Comedy']",2.66
andre,1994,"['Adventure', 'Children', 'Drama']",2.12
escort the scorta la,1993,"['Crime', 'Thriller']",3.0
princess caraboo,1994,['Drama'],2.8
celluloid closet the,1995,['Documentary'],4.0
dear diary caro diario,1994,"['Comedy', 'Drama']",4.0
brady bunch movie the,1995,['Comedy'],2.74
home alone,1990,"['Children', 'Comedy']",3.0
ghost,1990,"['Comedy', 'Drama', 'Fantasy', 'Romance', 'Thriller']",3.43
aladdin,1992,"['Adventure', 'Animation', 'Children', 'Comedy', 'Musical']",3.79
terminator 2 judgment day,1991,"['Action', 'Sci-Fi']",3.97
dances with wolves,1990,"['Adventure', 'Drama', 'Western']",3.84
batman,1989,"['Action', 'Crime', 'Thriller']",3.43
silence of the lambs the,1991,"['Crime', 'Horror', 'Thriller']",4.16
snow white and the seven dwarfs,1937,"['Animation', 'Children', 'Drama', 'Fantasy', 'Musical']",3.62
beauty and the beast,1991,"['Animation', 'Children', 'Fantasy', 'Musical', 'Romance', 'IMAX']",3.77
pinocchio,1940,"['Animation', 'Children', 'Fantasy', 'Musical']",3.45
pretty woman,1990,"['Comedy', 'Romance']",3.49
wild bunch the,1969,"['Adventure', 'Western']",3.82
love and a 45,1994,"['Action', 'Comedy', 'Crime']",4.0
great day in harlem a,1994,['Documentary'],4.0
one fine day,1996,"['Drama', 'Romance']",3.0
candyman farewell to the flesh,1995,"['Fantasy', 'Horror']",3.0
fargo,1996,"['Comedy', 'Crime', 'Drama', 'Thriller']",4.12
homeward bound ii lost in san francisco,1996,"['Adventure', 'Children']",3.57
heavy metal,1981,"['Action', 'Adventure', 'Animation', 'Horror', 'Sci-Fi']",3.55
hellraiser bloodline,1996,"['Action', 'Horror', 'Sci-Fi']",2.42
pallbearer the,1996,['Comedy'],2.5
jane eyre,1996,"['Drama', 'Romance']",3.19
bread and chocolate pane e cioccolata,1973,"['Comedy', 'Drama']",3.0
aristocats the,1970,"['Animation', 'Children']",3.41
flower of my secret the la flor de mi secreto,1995,"['Comedy', 'Drama']",2.83
two much,1995,"['Comedy', 'Romance']",3.0
ed,1996,['Comedy'],2.6
thin line between love and hate a,1996,['Comedy'],5.0
last supper the,1995,"['Drama', 'Thriller']",3.33
primal fear,1996,"['Crime', 'Drama', 'Mystery', 'Thriller']",3.64
all dogs go to heaven 2,1996,"['Adventure', 'Animation', 'Children', 'Fantasy', 'Musical', 'Romance']",3.18
land and freedom tierra y libertad,1995,"['Drama', 'War']",4.0
denise calls up,1995,['Comedy'],5.0
theodore rex,1995,['Comedy'],2.25
family thing a,1996,"['Comedy', 'Drama']",3.0
frisk,1995,['Drama'],3.0
sgt bilko,1996,['Comedy'],3.05
jack and sarah,1995,['Romance'],3.0
girl 6,1996,"['Comedy', 'Drama']",3.0
diabolique,1996,"['Drama', 'Thriller']",2.68
nelly monsieur arnaud,1995,['Drama'],3.5
courage under fire,1996,"['Action', 'Crime', 'Drama', 'War']",3.33
mission impossible,1996,"['Action', 'Adventure', 'Mystery', 'Thriller']",3.54
cold fever a koldum klaka,1995,"['Comedy', 'Drama']",3.0
moll flanders,1996,['Drama'],3.0
dragonheart,1996,"['Action', 'Adventure', 'Fantasy']",3.09
eddie,1996,['Comedy'],3.0
james and the giant peach,1996,"['Adventure', 'Animation', 'Children', 'Fantasy', 'Musical']",3.45
fear,1996,['Thriller'],3.29
kids in the hall brain candy,1996,['Comedy'],3.29
underground,1995,"['Comedy', 'Drama', 'War']",4.33
bloodsport 2 aka bloodsport ii the next kumite,1996,['Action'],2.81
song of the little road pather panchali,1955,['Drama'],4.25
world of apu the apur sansar,1959,['Drama'],4.75
mystery science theater 3000 the movie,1996,"['Comedy', 'Sci-Fi']",3.49
space jam,1996,"['Adventure', 'Animation', 'Children', 'Comedy', 'Fantasy', 'Sci-Fi']",2.71
barbarella,1968,"['Adventure', 'Comedy', 'Sci-Fi']",3.17
some folks call it a sling blade,1993,"['Drama', 'Thriller']",3.83
run of the country the,1995,['Drama'],4.0
alphaville alphaville une etrange aventure de lemmy caution,1965,"['Drama', 'Mystery', 'Romance', 'Sci-Fi', 'Thriller']",4.12
its my party,1996,['Drama'],4.0
operation dumbo drop,1995,"['Action', 'Adventure', 'Comedy', 'War']",2.33
mrs winterbourne,1996,"['Comedy', 'Romance']",3.33
solo,1996,"['Action', 'Sci-Fi', 'Thriller']",2.0
substitute the,1996,"['Action', 'Crime', 'Drama']",2.95
true crime,1996,"['Mystery', 'Thriller']",4.0
feeling minnesota,1996,"['Drama', 'Romance']",2.7
delta of venus,1995,['Drama'],1.0
angus,1995,['Comedy'],3.21
boys,1996,['Drama'],2.0
quest the,1996,"['Action', 'Adventure']",2.57
sunset park,1996,['Drama'],3.0
mulholland falls,1996,"['Crime', 'Drama', 'Thriller']",2.88
truth about cats dogs the,1996,"['Comedy', 'Romance']",3.39
oliver company,1988,"['Adventure', 'Animation', 'Children', 'Comedy', 'Musical']",3.09
celtic pride,1996,['Comedy'],2.56
flipper,1996,"['Adventure', 'Children']",3.05
dead man,1995,"['Drama', 'Mystery', 'Western']",3.97
horseman on the roof the hussard sur le toit le,1995,"['Drama', 'Romance']",3.67
visitors the visiteurs les,1993,"['Comedy', 'Fantasy', 'Sci-Fi']",4.12
multiplicity,1996,['Comedy'],2.84
wallace gromit the best of aardman animation,1996,"['Adventure', 'Animation', 'Comedy']",4.09
haunted world of edward d wood jr the,1996,['Documentary'],4.0
craft the,1996,"['Drama', 'Fantasy', 'Horror', 'Thriller']",3.03
great white hype the,1996,['Comedy'],2.5
last dance,1996,['Drama'],3.0
cold comfort farm,1995,['Comedy'],3.5
heavens prisoners,1996,"['Crime', 'Thriller']",3.33
rock the,1996,"['Action', 'Adventure', 'Thriller']",3.64
cemetery man dellamorte dellamore,1994,['Horror'],3.93
twister,1996,"['Action', 'Adventure', 'Romance', 'Thriller']",3.32
barb wire,1996,"['Action', 'Sci-Fi']",2.65
ghost in the shell kokaku kidotai,1995,"['Animation', 'Sci-Fi']",4.15
thinner,1996,"['Horror', 'Thriller']",2.82
spy hard,1996,['Comedy'],2.52
wallace gromit a close shave,1995,"['Animation', 'Children', 'Comedy']",3.9
stupids the,1996,['Comedy'],3.33
arrival the,1996,"['Action', 'Sci-Fi', 'Thriller']",3.11
dr strangelove or how i learned to stop worrying and love the bomb,1964,"['Comedy', 'War']",4.27
ashes of time dung che sai duk,1994,['Drama'],4.0
maya lin a strong clear vision,1994,['Documentary'],3.5
stalingrad,1993,"['Drama', 'War']",4.25
phantom the,1996,"['Action', 'Adventure']",2.79
striptease,1996,"['Comedy', 'Crime']",2.41
heavy,1995,"['Drama', 'Romance']",3.5
jack,1996,"['Comedy', 'Drama']",3.16
i shot andy warhol,1996,['Drama'],3.5
touki bouki,1973,['Drama'],3.5
spirits of the dead,1968,"['Horror', 'Mystery']",3.0
trainspotting,1996,"['Comedy', 'Crime', 'Drama']",4.04
til there was you,1997,"['Drama', 'Romance']",4.0
independence day aka id4,1996,"['Action', 'Adventure', 'Sci-Fi', 'Thriller']",3.45
stealing beauty,1996,['Drama'],3.5
fan the,1996,"['Drama', 'Thriller']",3.0
hunchback of notre dame the,1996,"['Animation', 'Children', 'Drama', 'Musical', 'Romance']",3.33
cable guy the,1996,"['Comedy', 'Thriller']",2.81
kingpin,1996,['Comedy'],3.37
eraser,1996,"['Action', 'Drama', 'Thriller']",3.11
nutty professor the,1996,"['Comedy', 'Fantasy', 'Romance', 'Sci-Fi']",2.73
unforgettable summer an un ete inoubliable,1994,['Drama'],2.0
last klezmer leopold kozlowski his life and music the,1994,['Documentary'],4.0
somebody to love,1994,['Drama'],3.5
daylight,1996,"['Action', 'Adventure', 'Drama', 'Thriller']",2.71
frighteners the,1996,"['Comedy', 'Horror', 'Thriller']",3.46
lone star,1996,"['Drama', 'Mystery', 'Western']",4.16
harriet the spy,1996,"['Children', 'Comedy']",3.14
phenomenon,1996,"['Drama', 'Romance']",3.34
walking and talking,1996,"['Comedy', 'Drama', 'Romance']",4.0
shes the one,1996,"['Comedy', 'Romance']",3.25
time to kill a,1996,"['Drama', 'Thriller']",3.66
american buffalo,1996,"['Crime', 'Drama']",1.5
alaska,1996,"['Adventure', 'Children']",3.5
fled,1996,"['Action', 'Adventure']",2.33
kazaam,1996,"['Children', 'Comedy', 'Fantasy']",2.25
larger than life,1996,['Comedy'],2.8
very brady sequel a,1996,['Comedy'],3.25
collector the la collectionneuse,1967,['Drama'],3.5
kaspar hauser,1993,"['Drama', 'Mystery']",4.0
adventures of pinocchio the,1996,"['Adventure', 'Children']",3.33
joes apartment,1996,"['Comedy', 'Fantasy', 'Musical']",2.67
first wives club the,1996,['Comedy'],3.07
ransom,1996,"['Crime', 'Thriller']",3.34
high school high,1996,['Comedy'],2.0
foxfire,1996,['Drama'],3.67
chain reaction,1996,"['Action', 'Adventure', 'Thriller']",2.88
matilda,1996,"['Children', 'Comedy', 'Fantasy']",3.27
emma,1996,"['Comedy', 'Drama', 'Romance']",3.92
crow city of angels the,1996,"['Action', 'Thriller']",2.83
house arrest,1996,"['Children', 'Comedy']",3.38
eyes without a face yeux sans visage les,1959,['Horror'],3.0
tales from the crypt presents bordello of blood,1996,"['Comedy', 'Horror']",2.54
spitfire grill the,1996,['Drama'],3.29
escape from la,1996,"['Action', 'Adventure', 'Sci-Fi', 'Thriller']",2.92
basquiat,1996,['Drama'],2.83
tin cup,1996,"['Comedy', 'Drama', 'Romance']",3.17
godfather the,1972,"['Crime', 'Drama']",4.29
supercop police story 3 supercop jing cha gu shi iii chao ji jing cha,1992,"['Action', 'Comedy', 'Crime', 'Thriller']",3.83
bound,1996,"['Crime', 'Drama', 'Romance', 'Thriller']",4.0
carpool,1996,"['Comedy', 'Crime']",1.75
kansas city,1996,"['Crime', 'Drama', 'Musical', 'Thriller']",3.67
gone fishin,1997,['Comedy'],1.0
nothing to lose,1994,"['Action', 'Crime', 'Drama']",3.5
supercop 2 project s chao ji ji hua,1993,"['Action', 'Comedy', 'Crime', 'Thriller']",5.0
relic the,1997,"['Horror', 'Thriller']",3.0
island of dr moreau the,1996,"['Sci-Fi', 'Thriller']",2.74
first kid,1996,"['Children', 'Comedy']",2.1
trigger effect the,1996,"['Drama', 'Thriller']",2.0
bogus,1996,"['Children', 'Drama', 'Fantasy']",2.5
bulletproof,1996,"['Action', 'Comedy', 'Crime']",2.67
land before time iii the time of the great giving,1995,"['Adventure', 'Animation', 'Children', 'Musical']",2.17
1900 06,1994,"['Drama', 'Romance']",4.0
halloween the curse of michael myers halloween 6 the curse of michael myers,1995,"['Horror', 'Thriller']",3.8
twelfth night,1996,"['Comedy', 'Drama', 'Romance']",3.54
mother night,1996,['Drama'],3.67
wild reeds les roseaux sauvages,1994,['Drama'],2.5
for whom the bell tolls,1943,"['Adventure', 'Drama', 'Romance', 'War']",3.75
philadelphia story the,1940,"['Comedy', 'Drama', 'Romance']",4.31
singin in the rain,1952,"['Comedy', 'Musical', 'Romance']",4.07
american in paris an,1951,"['Musical', 'Romance']",3.71
funny face,1957,"['Comedy', 'Musical']",3.0
breakfast at tiffanys,1961,"['Drama', 'Romance']",3.85
vertigo,1958,"['Drama', 'Mystery', 'Romance', 'Thriller']",4.03
rear window,1954,"['Mystery', 'Thriller']",4.26
it happened one night,1934,"['Comedy', 'Romance']",4.32
gaslight,1944,"['Drama', 'Thriller']",4.14
gay divorcee the,1934,"['Comedy', 'Musical', 'Romance']",3.5
north by northwest,1959,"['Action', 'Adventure', 'Mystery', 'Romance', 'Thriller']",4.18
apartment the,1960,"['Comedy', 'Drama', 'Romance']",3.96
some like it hot,1959,"['Comedy', 'Crime']",4.01
charade,1963,"['Comedy', 'Crime', 'Mystery', 'Romance', 'Thriller']",3.81
casablanca,1942,"['Drama', 'Romance']",4.24
maltese falcon the,1941,"['Film-Noir', 'Mystery']",4.17
my fair lady,1964,"['Comedy', 'Drama', 'Musical', 'Romance']",4.04
sabrina,1954,"['Comedy', 'Romance']",3.77
roman holiday,1953,"['Comedy', 'Drama', 'Romance']",4.06
little princess the,1939,"['Children', 'Drama']",3.5
meet me in st louis,1944,['Musical'],4.1
wizard of oz the,1939,"['Adventure', 'Children', 'Fantasy', 'Musical']",3.88
gone with the wind,1939,"['Drama', 'Romance', 'War']",3.64
my favorite year,1982,['Comedy'],3.39
sunset blvd aka sunset boulevard,1950,"['Drama', 'Film-Noir', 'Romance']",4.33
citizen kane,1941,"['Drama', 'Mystery']",4.04
2001 a space odyssey,1968,"['Adventure', 'Drama', 'Sci-Fi']",3.89
all about eve,1950,['Drama'],4.23
women the,1939,['Comedy'],4.0
rebecca,1940,"['Drama', 'Mystery', 'Romance', 'Thriller']",4.17
foreign correspondent,1940,"['Drama', 'Film-Noir', 'Mystery', 'Thriller']",3.5
notorious,1946,"['Film-Noir', 'Romance', 'Thriller']",4.25
spellbound,1945,"['Mystery', 'Romance', 'Thriller']",3.83
affair to remember an,1957,"['Drama', 'Romance']",3.94
to catch a thief,1955,"['Crime', 'Mystery', 'Romance', 'Thriller']",4.22
father of the bride,1950,['Comedy'],3.25
band wagon the,1953,"['Comedy', 'Musical']",3.83
ninotchka,1939,"['Comedy', 'Romance']",4.0
love in the afternoon,1957,"['Comedy', 'Romance']",3.5
gigi,1958,['Musical'],3.25
adventures of robin hood the,1938,"['Action', 'Adventure', 'Romance']",4.0
mark of zorro the,1940,['Adventure'],3.75
laura,1944,"['Crime', 'Film-Noir', 'Mystery']",4.33
ghost and mrs muir the,1947,"['Drama', 'Fantasy', 'Romance']",3.93
lost horizon,1937,['Drama'],4.0
top hat,1935,"['Comedy', 'Musical', 'Romance']",4.07
to be or not to be,1942,"['Comedy', 'Drama', 'War']",2.5
my man godfrey,1936,"['Comedy', 'Romance']",3.75
giant,1956,"['Drama', 'Romance', 'Western']",3.92
east of eden,1955,['Drama'],3.92
thin man the,1934,"['Comedy', 'Crime']",3.86
his girl friday,1940,"['Comedy', 'Romance']",4.39
around the world in 80 days,1956,"['Adventure', 'Comedy']",3.62
its a wonderful life,1946,"['Children', 'Drama', 'Fantasy', 'Romance']",4.03
mr smith goes to washington,1939,['Drama'],4.08
bringing up baby,1938,"['Comedy', 'Romance']",3.86
penny serenade,1941,"['Drama', 'Romance']",4.0
of human bondage,1934,['Drama'],3.5
little lord fauntleroy,1936,['Drama'],4.0
inspector general the,1949,['Musical'],3.0
39 steps the,1935,"['Drama', 'Mystery', 'Thriller']",4.05
night of the living dead,1968,"['Horror', 'Sci-Fi', 'Thriller']",3.75
african queen the,1951,"['Adventure', 'Comedy', 'Romance', 'War']",3.97
beat the devil,1953,"['Adventure', 'Comedy', 'Crime', 'Drama', 'Romance']",3.5
cat on a hot tin roof,1958,['Drama'],4.1
meet john doe,1941,"['Comedy', 'Drama']",3.9
farewell to arms a,1932,"['Romance', 'War']",3.0
nothing personal,1995,"['Drama', 'War']",3.0
dangerous ground,1997,['Drama'],3.0
picnic,1955,['Drama'],3.0
pompatus of love the,1996,"['Comedy', 'Drama']",3.5
fly away home,1996,"['Adventure', 'Children']",3.54
bliss,1997,"['Drama', 'Romance']",3.0
grace of my heart,1996,"['Comedy', 'Drama']",3.0
maximum risk,1996,"['Action', 'Adventure', 'Thriller']",2.9
michael collins,1996,['Drama'],3.32
infinity,1996,['Drama'],3.0
big night,1996,"['Comedy', 'Drama']",4.18
last man standing,1996,"['Action', 'Crime', 'Drama', 'Thriller']",2.5
set it off,1996,"['Action', 'Crime']",3.0
2 days in the valley,1996,"['Crime', 'Film-Noir']",3.04
extreme measures,1996,"['Drama', 'Thriller']",2.5
glimmer man the,1996,"['Action', 'Thriller']",3.0
d3 the mighty ducks,1996,"['Children', 'Comedy']",2.19
chamber the,1996,['Drama'],3.5
apple dumpling gang the,1975,"['Children', 'Comedy', 'Western']",2.6
davy crockett king of the wild frontier,1955,"['Adventure', 'Western']",3.0
escape to witch mountain,1975,"['Adventure', 'Children', 'Fantasy']",3.06
love bug the,1969,"['Children', 'Comedy']",3.06
herbie rides again,1974,"['Children', 'Comedy', 'Fantasy', 'Romance']",2.94
old yeller,1957,"['Children', 'Drama']",3.44
parent trap the,1961,"['Children', 'Comedy', 'Romance']",3.21
pollyanna,1960,"['Children', 'Comedy', 'Drama']",2.9
homeward bound the incredible journey,1993,"['Adventure', 'Children', 'Drama']",2.95
shaggy dog the,1959,"['Children', 'Comedy']",2.9
swiss family robinson,1960,"['Adventure', 'Children']",3.5
that darn cat,1965,"['Children', 'Comedy', 'Mystery']",2.42
20000 leagues under the sea,1954,"['Adventure', 'Drama', 'Sci-Fi']",3.47
cool runnings,1993,['Comedy'],3.08
angels in the outfield,1994,"['Children', 'Comedy']",2.33
cinderella,1950,"['Animation', 'Children', 'Fantasy', 'Musical', 'Romance']",3.49
winnie the pooh and the blustery day,1968,"['Animation', 'Children', 'Musical']",3.62
three caballeros the,1945,"['Animation', 'Children', 'Musical']",3.67
sword in the stone the,1963,"['Animation', 'Children', 'Fantasy', 'Musical']",3.58
robin hood prince of thieves,1991,"['Adventure', 'Drama']",3.02
mary poppins,1964,"['Children', 'Comedy', 'Fantasy', 'Musical']",3.89
dumbo,1941,"['Animation', 'Children', 'Drama', 'Musical']",3.39
petes dragon,1977,"['Adventure', 'Animation', 'Children', 'Musical']",2.77
bedknobs and broomsticks,1971,"['Adventure', 'Children', 'Musical']",3.48
alice in wonderland,1951,"['Adventure', 'Animation', 'Children', 'Fantasy', 'Musical']",3.38
fox and the hound the,1981,"['Animation', 'Children', 'Drama']",3.58
freeway,1996,"['Comedy', 'Crime', 'Drama', 'Thriller']",3.1
sound of music the,1965,"['Musical', 'Romance']",3.94
hard,1988,"['Action', 'Crime', 'Thriller']",3.86
lawnmower man the,1992,"['Action', 'Horror', 'Sci-Fi', 'Thriller']",2.77
secret agent the,1996,['Drama'],3.0
secrets lies,1996,['Drama'],4.59
that thing you do,1996,"['Comedy', 'Drama']",3.27
to gillian on her 37th birthday,1996,"['Drama', 'Romance']",2.4
beautiful thing,1996,"['Drama', 'Romance']",4.5
long kiss goodnight the,1996,"['Action', 'Drama', 'Thriller']",3.32
ghost and the darkness the,1996,"['Action', 'Adventure']",3.48
looking for richard,1996,"['Documentary', 'Drama']",3.9
trees lounge,1996,['Drama'],4.0
normal life,1996,"['Crime', 'Drama', 'Romance']",3.0
get on the bus,1996,['Drama'],2.0
shadow conspiracy,1997,['Thriller'],1.5
jude,1996,['Drama'],3.07
everyone says i love you,1996,"['Comedy', 'Musical', 'Romance']",3.47
william shakespeares romeo juliet,1996,"['Drama', 'Romance']",3.72
swingers,1996,"['Comedy', 'Drama']",3.69
sleepers,1996,['Thriller'],3.67
aladdin and the king of thieves,1996,"['Animation', 'Children', 'Comedy', 'Fantasy', 'Musical', 'Romance']",3.15
shall we dance,1937,"['Comedy', 'Musical', 'Romance']",4.5
crossfire,1947,"['Crime', 'Film-Noir']",3.5
willy wonka the chocolate factory,1971,"['Children', 'Comedy', 'Fantasy', 'Musical']",3.87
innocents the,1961,"['Drama', 'Horror', 'Thriller']",
sleeper,1973,"['Comedy', 'Sci-Fi']",3.75
bananas,1971,"['Comedy', 'War']",3.41
fish called wanda a,1988,"['Comedy', 'Crime']",3.92
monty pythons life of brian,1979,['Comedy'],3.93
victorvictoria,1982,"['Comedy', 'Musical', 'Romance']",3.54
candidate the,1972,['Drama'],3.58
great race the,1965,"['Comedy', 'Musical']",3.33
bonnie and clyde,1967,"['Crime', 'Drama']",4.07
old man and the sea the,1958,"['Adventure', 'Drama']",3.5
dial m for murder,1954,"['Crime', 'Mystery', 'Thriller']",4.1
dirty dancing,1987,"['Drama', 'Musical', 'Romance']",3.37
reservoir dogs,1992,"['Crime', 'Mystery', 'Thriller']",4.2
platoon,1986,"['Drama', 'War']",3.98
weekend at bernies,1989,['Comedy'],2.55
basic instinct,1992,"['Crime', 'Mystery', 'Thriller']",3.19
doors the,1991,['Drama'],3.41
crying game the,1992,"['Drama', 'Romance', 'Thriller']",3.44
glengarry glen ross,1992,['Drama'],3.67
sophies choice,1982,['Drama'],4.05
et the extraterrestrial,1982,"['Children', 'Drama', 'Sci-Fi']",3.77
christmas carol a,1938,"['Children', 'Drama', 'Fantasy']",3.38
days of thunder,1990,"['Action', 'Drama', 'Romance']",2.71
top gun,1986,"['Action', 'Romance']",3.3
rebel without a cause,1955,['Drama'],4.1
streetcar named desire a,1951,['Drama'],4.47
children of the corn iv the gathering,1996,['Horror'],4.67
loser,1991,['Comedy'],2.0
microcosmos microcosmos le peuple de lherbe,1996,['Documentary'],4.12
palookaville,1996,"['Action', 'Comedy', 'Drama']",4.5
funeral the,1996,"['Crime', 'Drama']",3.0
single girl a fille seule la,1995,['Drama'],4.0
eighth day the huitieme jour le,1996,['Drama'],3.5
drunks,1995,['Drama'],3.0
people vs larry flynt the,1996,"['Comedy', 'Drama']",3.54
