title,release_date_rt,year,genres_rt,rating_rt_audience
mad hot ballroom,2005-05-20,2005,"['Documentary', 'Kids & Family', 'Musical & Performing Arts', 'Special Interest']",83.0
mad love,2002-08-30,2002,"['Art House & International', 'Drama', 'Romance']",65.0
mad max,1979-04-12,1979,"['Action & Adventure', 'Cult Movies', 'Science Fiction & Fantasy']",70.0
mad max 2 the road warrior,1982-05-21,1982,"['Action & Adventure', 'Mystery & Suspense', 'Science Fiction & Fantasy']",86.0
mad max beyond thunderdome,1985-07-10,1985,"['Action & Adventure', 'Science Fiction & Fantasy']",49.0
mad max fury road,2015-05-15,2015,"['Action & Adventure', 'Science Fiction & Fantasy']",85.0
mad monster party,1967-01-01,1967,"['Animation', 'Classics', 'Comedy', 'Horror', 'Kids & Family']",67.0
mad tiger,2016-04-08,2016,['Documentary'],56.0
mad to be normal,2018-02-16,2018,"['Art House & International', 'Drama']",63.0
madagascar,2005-05-27,2005,"['Animation', 'Comedy', 'Kids & Family']",70.0
madagascar 3 europes most wanted,2012-06-08,2012,"['Action & Adventure', 'Animation', 'Comedy', 'Kids & Family']",72.0
madagascar escape 2 africa,2008-11-07,2008,"['Action & Adventure', 'Animation', 'Comedy', 'Kids & Family']",66.0
madagasikara,,,['Drama'],
madame,2018-03-23,2018,"['Comedy', 'Drama', 'Romance']",53.0
madame bovary,2015-06-12,2015,"['Art House & International', 'Drama']",26.0
madame curie,1943-12-16,1943,"['Classics', 'Documentary', 'Drama']",67.0
madame sata,2002-08-22,2002,"['Art House & International', 'Drama']",81.0
made,2001-07-13,2001,"['Action & Adventure', 'Comedy', 'Drama']",67.0
made in america,2014-07-11,2014,"['Documentary', 'Musical & Performing Arts']",33.0
made in dagenham,2010-11-19,2010,['Drama'],75.0
made in italy,,,"['Comedy', 'Drama']",46.0
made of honor,2008-05-02,2008,"['Comedy', 'Romance']",55.0
madea goes to jail,2009-02-20,2009,"['Comedy', 'Drama']",96.0
madeas big happy family,2011-04-22,2011,"['Comedy', 'Drama']",74.0
madeas family reunion,2006-02-24,2006,"['Comedy', 'Drama']",94.0
madeas witness protection,2012-06-29,2012,['Comedy'],66.0
madelines madeline,2018-08-10,2018,['Drama'],44.0
mademoiselle c,2013-09-11,2013,['Documentary'],34.0
mademoiselle chambon,2010-06-11,2010,"['Art House & International', 'Comedy', 'Drama']",68.0
mother madeo,2010-03-12,2010,"['Art House & International', 'Drama', 'Mystery & Suspense']",88.0
madhouse,1990-02-16,1990,['Comedy'],45.0
madison,2005-04-22,2005,"['Drama', 'Sports & Fitness']",50.0
madman,1981-01-01,1981,"['Action & Adventure', 'Horror']",35.0
madness in the method,2019-08-02,2019,['Comedy'],59.0
madness of king george,1994-12-28,1994,"['Comedy', 'Drama']",80.0
madonna truth or dare,1991-05-10,1991,"['Documentary', 'Musical & Performing Arts', 'Special Interest']",70.0
madrid 1987,2012-10-12,2012,"['Art House & International', 'Drama']",62.0
madwoman of chaillot,1969-11-21,1969,"['Comedy', 'Drama']",49.0
maestro,,,"['Animation', 'Musical & Performing Arts']",77.0
mafioso,1964-06-30,1964,"['Art House & International', 'Comedy', 'Drama']",80.0
magdalene sisters,2003-08-22,2003,['Drama'],89.0
maggie,2015-05-08,2015,"['Drama', 'Horror', 'Mystery & Suspense']",32.0
maggies plan,2016-05-20,2016,"['Comedy', 'Romance']",52.0
magic beyond words the jk rowling story,,,"['Documentary', 'Television']",58.0
magic flute,2006-09-07,2006,['Musical & Performing Arts'],65.0
magic in the moonlight,2014-07-25,2014,"['Comedy', 'Drama']",45.0
magic in the water,1995-09-01,1995,"['Action & Adventure', 'Kids & Family', 'Science Fiction & Fantasy']",59.0
magic magic,,,"['Drama', 'Horror', 'Mystery & Suspense']",30.0
magic mike,2012-06-29,2012,"['Comedy', 'Drama']",60.0
magic mike xxl,2015-07-01,2015,['Comedy'],55.0
magic sword,1962-04-01,1962,"['Action & Adventure', 'Classics', 'Drama', 'Science Fiction & Fantasy']",26.0
magic trip,2011-08-05,2011,"['Documentary', 'Special Interest']",62.0
magical universe,2014-10-31,2014,"['Documentary', 'Special Interest']",70.0
magician the astonishing life and work of orson welles,2014-12-10,2014,['Documentary'],
magnificent obsession,1954-08-04,1954,"['Classics', 'Drama', 'Romance']",71.0
magnolia,1999-12-17,1999,['Drama'],89.0
magnum force,1973-01-01,1973,"['Action & Adventure', 'Classics', 'Drama']",77.0
maid in manhattan,2002-12-13,2002,"['Comedy', 'Drama', 'Romance']",43.0
maiden,2019-06-28,2019,['Documentary'],97.0
maidentrip,2014-01-17,2014,"['Documentary', 'Special Interest']",79.0
mail order wife,2005-03-11,2005,['Comedy'],68.0
main street,2011-09-09,2011,['Drama'],11.0
maine,2018-12-13,2018,['Drama'],38.0
majestic,2001-12-21,2001,"['Drama', 'Romance']",60.0
major dundee,1965-04-07,1965,"['Action & Adventure', 'Classics', 'Drama', 'Western']",67.0
major league,1989-04-07,1989,"['Comedy', 'Sports & Fitness']",84.0
major league ii,1994-03-30,1994,['Comedy'],45.0
major league back to the minors,1998-04-17,1998,['Comedy'],25.0
major payne,1994-06-01,1994,['Comedy'],68.0
make believe,2011-05-11,2011,"['Documentary', 'Special Interest']",74.0
make it funky,2005-09-27,2005,"['Documentary', 'Musical & Performing Arts', 'Special Interest']",90.0
make it happen,2008-08-08,2008,"['Drama', 'Romance']",40.0
make out with violence,,,['Drama'],46.0
make the yuletide gay,2009-05-17,2009,"['Comedy', 'Gay & Lesbian']",63.0
make your move,2014-04-18,2014,"['Drama', 'Musical & Performing Arts']",48.0
making the boys,2010-11-05,2010,"['Documentary', 'Musical & Performing Arts', 'Special Interest', 'Television', 'Gay & Lesbian']",78.0
making babies,2019-03-29,2019,"['Comedy', 'Romance']",51.0
making montgomery clift,2018-09-01,2018,['Documentary'],80.0
maktub,2018-06-15,2018,"['Art House & International', 'Comedy', 'Drama']",99.0
mala noche,2007-06-01,2007,['Drama'],64.0
maleficent,2014-05-30,2014,['Science Fiction & Fantasy'],70.0
maleficent mistress of evil,2019-10-18,2019,"['Action & Adventure', 'Science Fiction & Fantasy']",95.0
malevolent,,,['Horror'],17.0
malibus most wanted,2003-04-18,2003,['Comedy'],54.0
malice,1993-10-01,1993,"['Drama', 'Mystery & Suspense']",46.0
malice in wonderland,2010-04-16,2010,"['Action & Adventure', 'Drama', 'Mystery & Suspense', 'Science Fiction & Fantasy', 'Romance']",48.0
mallrats,1995-10-20,1995,['Comedy'],82.0
mama,2013-01-18,2013,"['Art House & International', 'Horror']",55.0
mamas boy,2007-11-30,2007,['Comedy'],26.0
mambo italiano,2003-09-19,2003,"['Art House & International', 'Comedy', 'Drama']",66.0
mambo kings,1992-02-28,1992,"['Art House & International', 'Drama', 'Musical & Performing Arts']",69.0
mame,1974-03-27,1974,"['Classics', 'Comedy', 'Musical & Performing Arts']",48.0
mamma mia,2008-06-30,2008,"['Comedy', 'Musical & Performing Arts', 'Romance']",66.0
mamma mia here we go again,2018-07-20,2018,"['Comedy', 'Musical & Performing Arts']",66.0
man about town,2006-02-07,2006,"['Action & Adventure', 'Comedy', 'Drama']",29.0
man apart,2003-04-04,2003,"['Action & Adventure', 'Drama', 'Mystery & Suspense']",62.0
man bites dog,1992-12-31,1992,"['Art House & International', 'Comedy', 'Drama', 'Horror']",90.0
man called horse,1970-01-01,1970,"['Action & Adventure', 'Classics', 'Western']",60.0
man camp,,,['Comedy'],91.0
man down,2016-12-02,2016,['Drama'],58.0
man friday,,,"['Action & Adventure', 'Classics', 'Drama']",65.0
man from elysian fields,2001-09-27,2001,['Drama'],54.0
man from laramie,1955-08-31,1955,"['Classics', 'Mystery & Suspense', 'Western']",79.0
man from nowhere,2010-09-30,2010,"['Action & Adventure', 'Art House & International']",90.0
jimmy carter man from plains,2007-10-26,2007,"['Documentary', 'Special Interest']",76.0
man from snowy river,1982-11-03,1982,"['Art House & International', 'Drama', 'Kids & Family', 'Western', 'Romance']",89.0
man in camo,,,"['Animation', 'Documentary']",100.0
man in red bandana,2017-09-08,2017,['Documentary'],94.0
man in the gray flannel suit,1956-05-08,1956,"['Classics', 'Drama']",73.0
man in the white suit,,,"['Art House & International', 'Classics', 'Comedy', 'Drama', 'Science Fiction & Fantasy']",81.0
man of aran,1934-04-25,1934,"['Documentary', 'Special Interest']",75.0
man of la mancha,1973-02-01,1973,"['Action & Adventure', 'Comedy', 'Drama', 'Musical & Performing Arts']",72.0
man of tai chi,2013-11-01,2013,['Action & Adventure'],50.0
man of the century,1999-10-29,1999,"['Comedy', 'Drama']",77.0
man of the house,2005-02-25,2005,"['Action & Adventure', 'Comedy']",46.0
man of the year,2006-10-13,2006,"['Comedy', 'Television']",45.0
man on a ledge,2012-01-27,2012,"['Drama', 'Mystery & Suspense']",52.0
man on fire,2004-04-21,2004,"['Action & Adventure', 'Drama', 'Mystery & Suspense']",89.0
man on wire,2008-01-22,2008,"['Documentary', 'Special Interest']",87.0
man push cart,2006-05-12,2006,['Drama'],66.0
man up,2015-11-13,2015,"['Comedy', 'Romance']",69.0
man who fell to earth,1976-03-28,1976,"['Drama', 'Science Fiction & Fantasy']",69.0
man who knew too little,1997-11-14,1997,['Comedy'],69.0
man who shot liberty valance,1962-05-28,1962,"['Action & Adventure', 'Classics', 'Western']",92.0
man who wasnt there,2001-10-31,2001,"['Comedy', 'Drama', 'Romance']",85.0
man who would be king,1975-12-18,1975,['Action & Adventure'],91.0
man with a movie camera,1929-05-12,1929,"['Art House & International', 'Classics', 'Documentary', 'Special Interest']",88.0
man with one red shoe,1985-07-19,1985,['Comedy'],40.0
man with the golden gun,1974-12-18,1974,"['Action & Adventure', 'Drama']",55.0
man with two brains,1983-01-01,1983,"['Comedy', 'Horror', 'Science Fiction & Fantasy']",64.0
man without a face,1993-08-25,1993,['Drama'],64.0
man without a past,2002-08-30,2002,"['Art House & International', 'Comedy', 'Drama']",90.0
management,2009-05-15,2009,"['Comedy', 'Romance']",30.0
manakamana,2014-04-18,2014,"['Documentary', 'Special Interest']",61.0
manborg,,,['Horror'],57.0
manchester by the sea,2016-12-16,2016,['Drama'],78.0
manchild the schea cotton story,,,['Documentary'],100.0
manchurian candidate,2004-07-30,2004,"['Action & Adventure', 'Drama', 'Mystery & Suspense']",63.0
manda bala send a bullet,2007-01-20,2007,"['Documentary', 'Special Interest']",86.0
mandela long walk to freedom,2013-11-29,2013,['Drama'],68.0
manderlay,2006-01-27,2006,"['Drama', 'Special Interest']",75.0
mandingo,1975-07-25,1975,"['Action & Adventure', 'Classics', 'Drama', 'Romance']",65.0
all the boys love mandy lane,2013-10-11,2013,"['Horror', 'Mystery & Suspense', 'Romance']",31.0
mandy,2018-09-14,2018,"['Action & Adventure', 'Mystery & Suspense']",66.0
manglehorn,2015-06-19,2015,"['Comedy', 'Drama']",24.0
mangler,1994-06-01,1994,['Horror'],18.0
manhattan,1979-03-14,1979,"['Comedy', 'Drama', 'Romance']",92.0
manhattan melodrama,1934-05-04,1934,"['Classics', 'Drama', 'Romance']",71.0
manhattan murder mystery,1993-08-18,1993,"['Comedy', 'Mystery & Suspense']",84.0
manhattan night manhattan nocturne,2016-05-20,2016,"['Drama', 'Mystery & Suspense']",52.0
maniac,1934-01-01,1934,"['Comedy', 'Horror']",31.0
maniac,1980-01-01,1980,"['Drama', 'Horror']",58.0
maniac,2013-06-21,2013,['Horror'],44.0
maniac cop,1988-05-13,1988,"['Action & Adventure', 'Horror']",39.0
manic,2003-05-09,2003,['Drama'],79.0
manifesto,2017-05-10,2017,"['Art House & International', 'Drama']",55.0
manito,2003-06-13,2003,['Drama'],73.0
manitou,1978-01-01,1978,['Horror'],35.0
mannequin 2 on the move,,,"['Comedy', 'Drama', 'Science Fiction & Fantasy', 'Romance']",41.0
manny,2015-01-23,2015,"['Documentary', 'Drama', 'Special Interest', 'Sports & Fitness']",65.0
manolo the boy who made shoes for lizards,2017-09-15,2017,"['Art House & International', 'Documentary']",68.0
manos the hands of fate,1966-01-01,1966,['Horror'],20.0
mans best friend,1991-09-29,1991,"['Comedy', 'Horror', 'Kids & Family', 'Science Fiction & Fantasy']",43.0
mans favorite sport,1964-01-01,1964,"['Comedy', 'Romance']",73.0
mansome,2012-05-18,2012,"['Comedy', 'Documentary', 'Special Interest']",23.0
manson family,2004-10-22,2004,"['Documentary', 'Drama', 'Horror']",50.0
manson family vacation,,,[],56.0
manthing,,,"['Action & Adventure', 'Horror', 'Mystery & Suspense', 'Science Fiction & Fantasy']",13.0
manufactured landscapes,2007-06-20,2007,"['Documentary', 'Special Interest']",80.0
manufacturing consent noam chomsky and the media,1993-03-17,1993,['Documentary'],94.0
manuscripts dont burn,2014-06-13,2014,"['Art House & International', 'Drama', 'Mystery & Suspense']",78.0
manxman,1929-01-01,1929,"['Classics', 'Drama', 'Mystery & Suspense', 'Romance']",46.0
many adventures of winnie the pooh,1977-03-11,1977,"['Animation', 'Comedy', 'Kids & Family', 'Musical & Performing Arts']",88.0
maos last dancer,2010-08-20,2010,"['Art House & International', 'Drama', 'Musical & Performing Arts']",76.0
map of the human heart,1992-01-01,1992,"['Action & Adventure', 'Art House & International', 'Drama', 'Romance']",80.0
mapplethorpe,2019-03-01,2019,['Drama'],63.0
maps to the stars,2015-02-27,2015,['Comedy'],44.0
mara,2018-09-07,2018,['Horror'],24.0
marathon man,1976-10-06,1976,"['Drama', 'Mystery & Suspense']",81.0
marathon the patriots day bombing,2016-11-18,2016,['Documentary'],83.0
maratsade,,,"['Classics', 'Drama']",79.0
marauders,2016-07-01,2016,"['Action & Adventure', 'Drama']",30.0
marc maron too real,,,['Comedy'],68.0
marc pease experience,2009-08-21,2009,['Comedy'],14.0
marcel duchamp the art of the possible,2020-01-24,2020,['Documentary'],
march of the penguins,2005-06-24,2005,['Documentary'],81.0
babes in toyland,1934-12-14,1934,"['Comedy', 'Musical & Performing Arts', 'Science Fiction & Fantasy']",78.0
marci x,2003-08-22,2003,['Comedy'],30.0
mardi gras made in china,2005-01-26,2005,"['Documentary', 'Special Interest']",90.0
marebito,2005-12-09,2005,"['Art House & International', 'Drama', 'Horror']",50.0
marfa girl,2015-03-27,2015,['Drama'],32.0
margaret,2011-09-30,2011,['Drama'],48.0
margin call,2011-10-21,2011,['Mystery & Suspense'],74.0
margot at the wedding,2007-11-21,2007,"['Art House & International', 'Comedy', 'Drama']",40.0
marguerite julien marguerite et julien,2016-02-26,2016,['Drama'],33.0
maria bamford old baby,,,['Comedy'],
maria by callas,2018-11-02,2018,['Documentary'],70.0
maria full of grace,2004-07-16,2004,"['Art House & International', 'Drama']",87.0
mariachi gringo,2013-03-15,2013,"['Action & Adventure', 'Comedy', 'Drama']",69.0
marianne leonard words of love,2019-07-05,2019,['Documentary'],85.0
marie curie the courage of knowledge,2017-06-30,2017,"['Art House & International', 'Drama', 'Romance']",55.0
marigold,2007-08-17,2007,['Comedy'],40.0
marilyn hotchkiss ballroom dancing charm school,2006-03-31,2006,"['Art House & International', 'Comedy', 'Drama', 'Musical & Performing Arts']",61.0
marina abramovic the artist is present,2012-06-13,2012,"['Documentary', 'Musical & Performing Arts']",88.0
marine,2006-10-13,2006,"['Action & Adventure', 'Drama']",60.0
marinoni the fire in the frame,2016-04-01,2016,['Documentary'],80.0
mario,,,"['Art House & International', 'Drama']",72.0
marion bridge,2003-04-11,2003,"['Art House & International', 'Drama']",62.0
marjoe,2000-01-01,2000,"['Documentary', 'Special Interest', 'Faith & Spirituality']",79.0
marjorie prime,2017-08-18,2017,"['Drama', 'Science Fiction & Fantasy']",62.0
mark of the devil,1969-12-31,1969,"['Art House & International', 'Classics', 'Cult Movies', 'Horror']",46.0
mark felt the man who brought down the white house,2017-09-29,2017,['Drama'],40.0
marked for death,1990-10-05,1990,"['Action & Adventure', 'Drama', 'Mystery & Suspense']",50.0
marked woman,1937-01-01,1937,"['Classics', 'Drama', 'Musical & Performing Arts']",70.0
marketa lazarova,1967-11-24,1967,"['Art House & International', 'Classics', 'Drama']",87.0
marlene,1984-03-02,1984,"['Documentary', 'Special Interest']",97.0
marley,2012-04-20,2012,"['Documentary', 'Musical & Performing Arts', 'Special Interest']",90.0
marley me,2008-12-25,2008,['Comedy'],75.0
marlowe,1969-01-01,1969,"['Drama', 'Mystery & Suspense']",50.0
marmaduke,2010-06-04,2010,"['Comedy', 'Kids & Family']",42.0
marnie,1964-07-09,1964,"['Classics', 'Mystery & Suspense']",73.0
marooned,1969-12-11,1969,"['Action & Adventure', 'Science Fiction & Fantasy']",45.0
marquise von o the marquise of o,1976-01-01,1976,"['Art House & International', 'Drama']",75.0
marriage italian style,1964-12-20,1964,"['Art House & International', 'Classics', 'Comedy', 'Drama', 'Romance']",84.0
marriage story,2019-11-06,2019,['Drama'],85.0
married to it,1993-03-26,1993,"['Comedy', 'Drama']",43.0
married to the mob,1988-08-19,1988,"['Comedy', 'Drama', 'Romance']",48.0
femme mariee suite de fragments dun film tourne en 1964 a married woman,1964-12-04,1964,"['Art House & International', 'Drama']",83.0
marrowbone,2018-04-13,2018,"['Horror', 'Mystery & Suspense']",58.0
marrying man,1991-04-05,1991,"['Comedy', 'Drama', 'Romance']",45.0
mars,2010-12-03,2010,['Science Fiction & Fantasy'],
mars attacks,1996-12-13,1996,"['Action & Adventure', 'Comedy', 'Science Fiction & Fantasy']",53.0
mars needs moms,2011-03-11,2011,"['Action & Adventure', 'Animation', 'Comedy', 'Science Fiction & Fantasy']",40.0
mars needs women,1966-01-01,1966,"['Classics', 'Science Fiction & Fantasy']",10.0
marshall,2017-10-13,2017,['Drama'],84.0
marshland la isla minima,,,"['Art House & International', 'Mystery & Suspense', 'Special Interest']",77.0
martha marcy may marlene,2011-10-21,2011,"['Drama', 'Mystery & Suspense']",71.0
martian child,2007-11-02,2007,"['Comedy', 'Drama']",72.0
martin orloff,2002-03-01,2002,['Comedy'],74.0
martin lawrence live runteldat,2002-08-02,2002,"['Comedy', 'Musical & Performing Arts']",69.0
martyrs,2008-05-01,2008,"['Art House & International', 'Drama', 'Horror']",69.0
marvels the avengers,2012-05-04,2012,"['Action & Adventure', 'Science Fiction & Fantasy']",91.0
marvins room,1996-12-20,1996,['Drama'],63.0
marwencol,2010-10-08,2010,"['Documentary', 'Science Fiction & Fantasy']",87.0
mary pickford the muse of the movies,2008-08-29,2008,"['Documentary', 'Television']",100.0
mary,2019-10-11,2019,"['Horror', 'Mystery & Suspense']",15.0
mary and the witchs flower,2018-01-19,2018,"['Action & Adventure', 'Animation', 'Art House & International']",71.0
mary magdalene,2019-04-12,2019,['Drama'],47.0
mary poppins,1964-08-26,1964,"['Classics', 'Comedy', 'Kids & Family', 'Musical & Performing Arts', 'Science Fiction & Fantasy']",86.0
