title,release_year,genres,rating_imdb,rating_movielens,rating_metacritic,rating_rt_audience,count_ratings,imdb_norm,movielens_norm,metacritic_norm,rt_norm,num_available_ratings,superscore_mean,superscore_median
daddys home,2015,['Comedy'],6.2,2.67,42.0,49.0,4,6.2,5.34,4.2,4.9,4,5.16,5.12
danish girl,2015,['Drama'],7.1,3.75,66.0,72.0,4,7.1,7.5,6.6,7.2,4,7.1,7.15
demolition,2015,['Drama'],7.0,3.12,49.0,54.0,4,7.0,6.24,4.9,5.4,4,5.885,5.82
dope,2015,"['Comedy', 'Drama']",7.2,3.58,72.0,83.0,4,7.2,7.16,7.2,8.3,4,7.465,7.2
duff,2015,['Comedy'],6.4,3.25,56.0,66.0,4,6.4,6.5,5.6,6.6,4,6.275,6.45
eddie the eagle,2015,['Comedy'],7.3,2.83,54.0,82.0,4,7.3,5.66,5.4,8.2,4,6.64,6.48
entourage,2015,['Comedy'],6.5,2.0,38.0,57.0,4,6.5,4.0,3.8,5.7,4,5.0,4.85
everest,2015,"['Adventure', 'Drama', 'Thriller']",7.1,3.08,64.0,68.0,4,7.1,6.16,6.4,6.8,4,6.615,6.6
eye in the sky,2015,"['Drama', 'Thriller', 'War']",7.3,2.83,73.0,82.0,4,7.3,5.66,7.3,8.2,4,7.115,7.3
fantastic four,2015,"['Action', 'Adventure', 'Fantasy', 'Sci-Fi']",4.3,2.1,27.0,18.0,4,4.3,4.2,2.7,1.8,4,3.25,3.45
fifty shades of grey,2015,"['Drama', 'Romance']",4.2,1.0,46.0,41.0,4,4.2,2.0,4.6,4.1,4,3.725,4.15
final girls,2015,"['Comedy', 'Horror']",6.5,3.0,59.0,70.0,4,6.5,6.0,5.9,7.0,4,6.35,6.25
focus,2015,"['Comedy', 'Crime', 'Drama', 'Romance']",6.6,3.25,56.0,53.0,4,6.6,6.5,5.6,5.3,4,6.0,6.05
get hard,2015,"['Comedy', 'Crime']",6.0,3.12,34.0,45.0,4,6.0,6.24,3.4,4.5,4,5.035,5.25
gift,2015,"['Drama', 'Horror']",7.0,3.25,77.0,75.0,4,7.0,6.5,7.7,7.5,4,7.175,7.25
good dinosaur,2015,"['Adventure', 'Animation', 'Children', 'Comedy', 'Fantasy']",6.7,3.0,66.0,65.0,4,6.7,6.0,6.6,6.5,4,6.449999999999999,6.55
goosebumps,2015,"['Adventure', 'Comedy', 'Horror']",6.3,2.0,60.0,62.0,4,6.3,4.0,6.0,6.2,4,5.625,6.1
green room,2015,['(no genres listed)'],7.0,3.33,79.0,75.0,4,7.0,6.66,7.9,7.5,4,7.265000000000001,7.25
hardcore henry,2015,"['Action', 'Adventure', 'Sci-Fi']",6.7,3.75,51.0,54.0,4,6.7,7.5,5.1,5.4,4,6.174999999999999,6.050000000000001
hateful eight,2015,['Western'],7.8,3.75,68.0,76.0,4,7.8,7.5,6.8,7.6,4,7.425000000000001,7.55
hitman agent 47,2015,"['Action', 'Crime', 'Thriller']",5.7,1.5,28.0,40.0,4,5.7,3.0,2.8,4.0,4,3.875,3.5
home,2015,"['Adventure', 'Animation', 'Children', 'Comedy', 'Fantasy', 'Sci-Fi']",6.5,3.25,55.0,64.0,4,6.5,6.5,5.5,6.4,4,6.225,6.45
hot pursuit,2015,"['Action', 'Comedy']",5.1,1.5,31.0,35.0,4,5.1,3.0,3.1,3.5,4,3.675,3.3
hotel transylvania 2,2015,"['Animation', 'Comedy']",6.6,2.88,44.0,64.0,4,6.6,5.76,4.4,6.4,4,5.789999999999999,6.08
hunger games mockingjay part 2,2015,"['Adventure', 'Sci-Fi']",6.5,3.7,65.0,66.0,4,6.5,7.4,6.5,6.6,4,6.75,6.55
in the heart of the sea,2015,"['Action', 'Adventure', 'Drama']",6.9,3.5,47.0,53.0,4,6.9,7.0,4.7,5.3,4,5.9750000000000005,6.1
inside out,2015,"['Adventure', 'Animation', 'Children', 'Comedy', 'Drama', 'Fantasy']",8.1,3.81,94.0,89.0,4,8.1,7.62,9.4,8.9,4,8.504999999999999,8.5
insidious chapter 3,2015,"['Fantasy', 'Horror', 'Thriller']",6.1,2.5,52.0,51.0,4,6.1,5.0,5.2,5.1,4,5.35,5.15
irrational man,2015,"['Crime', 'Drama']",6.6,3.0,53.0,46.0,4,6.6,6.0,5.3,4.6,4,5.625,5.65
joy,2015,"['Comedy', 'Drama']",6.6,3.2,56.0,57.0,4,6.6,6.4,5.6,5.7,4,6.075,6.050000000000001
jupiter ascending,2015,"['Action', 'Adventure', 'Sci-Fi']",5.3,2.0,40.0,38.0,4,5.3,4.0,4.0,3.8,4,4.275,4.0
jurassic world,2015,"['Action', 'Adventure', 'Drama', 'Sci-Fi', 'Thriller']",6.9,3.26,59.0,78.0,4,6.9,6.52,5.9,7.8,4,6.78,6.71
knock knock,2015,"['Crime', 'Horror', 'Thriller']",4.9,1.5,53.0,20.0,4,4.9,3.0,5.3,2.0,4,3.8,3.95
krampus,2015,"['Comedy', 'Fantasy', 'Horror']",6.2,3.5,49.0,51.0,4,6.2,7.0,4.9,5.1,4,5.800000000000001,5.65
last witch hunter,2015,"['Action', 'Adventure', 'Fantasy']",5.9,3.33,34.0,43.0,4,5.9,6.66,3.4,4.3,4,5.065,5.1
legend,2015,"['Crime', 'Thriller']",6.9,3.5,55.0,59.0,4,6.9,7.0,5.5,5.9,4,6.324999999999999,6.4
longest ride,2015,"['Drama', 'Romance']",7.0,1.75,33.0,71.0,4,7.0,3.5,3.3,7.1,4,5.225,5.25
love,2015,"['Drama', 'Romance']",6.1,4.5,51.0,38.0,4,6.1,9.0,5.1,3.8,4,6.0,5.6
macbeth,2015,['Drama'],6.6,2.5,71.0,64.0,4,6.6,5.0,7.1,6.4,4,6.275,6.5
mad max fury road,2015,"['Action', 'Adventure', 'Sci-Fi', 'Thriller']",8.1,3.82,90.0,85.0,4,8.1,7.64,9.0,8.5,4,8.309999999999999,8.3
magic mike xxl,2015,"['Comedy', 'Drama']",5.6,4.0,60.0,55.0,4,5.6,8.0,6.0,5.5,4,6.275,5.8
man from uncle,2015,"['Action', 'Adventure', 'Comedy']",7.2,3.47,56.0,73.0,4,7.2,6.94,5.6,7.3,4,6.760000000000001,7.07
man who knew infinity,2015,['Drama'],7.2,3.0,56.0,71.0,4,7.2,6.0,5.6,7.1,4,6.475,6.55
martian,2015,"['Adventure', 'Drama', 'Sci-Fi']",8.0,4.0,80.0,91.0,4,8.0,8.0,8.0,9.1,4,8.275,8.0
masterminds,2015,"['Action', 'Comedy', 'Crime']",5.8,4.0,47.0,35.0,4,5.8,8.0,4.7,3.5,4,5.5,5.25
me and earl and the dying girl,2015,['Drama'],7.7,3.75,74.0,86.0,4,7.7,7.5,7.4,8.6,4,7.800000000000001,7.6
minions,2015,"['Adventure', 'Animation', 'Children', 'Comedy']",6.4,3.17,56.0,49.0,4,6.4,6.34,5.6,4.9,4,5.8100000000000005,5.97
mission impossible rogue nation,2015,"['Action', 'Adventure', 'Thriller']",7.4,3.65,75.0,87.0,4,7.4,7.3,7.5,8.7,4,7.725,7.45
mortdecai,2015,"['Adventure', 'Comedy', 'Mystery', 'Romance']",5.5,3.0,27.0,30.0,4,5.5,6.0,2.7,3.0,4,4.3,4.25
mr holmes,2015,"['Drama', 'Mystery']",6.8,3.0,67.0,70.0,4,6.8,6.0,6.7,7.0,4,6.625,6.75
mr right,2015,"['Action', 'Comedy', 'Romance']",6.3,3.5,52.0,56.0,4,6.3,7.0,5.2,5.6,4,6.025,5.949999999999999
night before,2015,['Comedy'],6.4,4.25,58.0,61.0,4,6.4,8.5,5.8,6.1,4,6.699999999999999,6.25
pan,2015,"['Adventure', 'Children', 'Fantasy']",5.7,2.5,36.0,40.0,4,5.7,5.0,3.6,4.0,4,4.574999999999999,4.5
paper towns,2015,"['Drama', 'Mystery', 'Romance']",6.2,2.0,56.0,47.0,4,6.2,4.0,5.6,4.7,4,5.125,5.15
pitch perfect 2,2015,['Comedy'],6.4,3.44,63.0,64.0,4,6.4,6.88,6.3,6.4,4,6.495000000000001,6.4
pixels,2015,"['Action', 'Comedy', 'Sci-Fi']",5.6,2.58,27.0,46.0,4,5.6,5.16,2.7,4.6,4,4.515000000000001,4.88
project almanac,2015,"['Sci-Fi', 'Thriller']",6.3,3.75,47.0,45.0,4,6.3,7.5,4.7,4.5,4,5.75,5.5
revenant,2015,"['Adventure', 'Drama']",8.0,3.9,76.0,84.0,4,8.0,7.8,7.6,8.4,4,7.949999999999999,7.9
room,2015,['Drama'],8.1,3.56,86.0,93.0,4,8.1,7.12,8.6,9.3,4,8.280000000000001,8.35
run all night,2015,"['Action', 'Crime', 'Drama', 'Thriller']",6.6,2.17,59.0,56.0,4,6.6,4.34,5.9,5.6,4,5.609999999999999,5.75
san andreas,2015,"['Action', 'Drama', 'Thriller']",6.1,1.88,43.0,52.0,4,6.1,3.76,4.3,5.2,4,4.84,4.75
scouts guide to the zombie apocalypse,2015,"['Action', 'Comedy', 'Horror']",6.3,3.75,32.0,48.0,4,6.3,7.5,3.2,4.8,4,5.45,5.55
secret in their eyes,2015,"['Crime', 'Drama', 'Mystery']",6.3,1.5,45.0,41.0,4,6.3,3.0,4.5,4.1,4,4.475,4.3
selfless,2015,"['Action', 'Mystery', 'Sci-Fi', 'Thriller']",6.5,2.75,34.0,46.0,4,6.5,5.5,3.4,4.6,4,5.0,5.05
sicario,2015,"['Crime', 'Drama', 'Mystery']",7.7,3.55,82.0,85.0,4,7.7,7.1,8.2,8.5,4,7.875,7.949999999999999
sisters,2015,"['Children', 'Comedy']",6.0,2.5,58.0,52.0,4,6.0,5.0,5.8,5.2,4,5.5,5.5
southpaw,2015,"['Action', 'Drama']",7.3,2.83,57.0,75.0,4,7.3,5.66,5.7,7.5,4,6.54,6.5
spectre,2015,"['Action', 'Adventure', 'Crime']",6.8,3.06,60.0,61.0,4,6.8,6.12,6.0,6.1,4,6.255000000000001,6.109999999999999
spotlight,2015,['Thriller'],8.1,4.16,93.0,93.0,4,8.1,8.32,9.3,9.3,4,8.755,8.81
spy,2015,"['Action', 'Comedy', 'Crime']",7.0,3.69,75.0,78.0,4,7.0,7.38,7.5,7.8,4,7.42,7.4399999999999995
star wars episode vii the force awakens,2015,"['Action', 'Adventure', 'Fantasy', 'Sci-Fi', 'IMAX']",7.8,3.85,81.0,86.0,4,7.8,7.7,8.1,8.6,4,8.05,7.949999999999999
steve jobs,2015,['Drama'],7.2,3.75,82.0,73.0,4,7.2,7.5,8.2,7.3,4,7.55,7.4
straight outta compton,2015,['Drama'],7.8,4.21,72.0,85.0,4,7.8,8.42,7.2,8.5,4,7.9799999999999995,8.11
ted 2,2015,['Comedy'],6.3,2.78,48.0,50.0,4,6.3,5.56,4.8,5.0,4,5.415,5.279999999999999
tomorrowland,2015,"['Action', 'Adventure', 'Children', 'Mystery', 'Sci-Fi']",6.4,2.5,60.0,49.0,4,6.4,5.0,6.0,4.9,4,5.574999999999999,5.5
trainwreck,2015,"['Comedy', 'Romance']",6.2,3.2,75.0,66.0,4,6.2,6.4,7.5,6.6,4,6.675000000000001,6.5
trumbo,2015,['Drama'],7.4,4.0,60.0,79.0,4,7.4,8.0,6.0,7.9,4,7.324999999999999,7.65
vacation,2015,"['Adventure', 'Comedy']",6.1,3.42,34.0,45.0,4,6.1,6.84,3.4,4.5,4,5.21,5.3
victor frankenstein,2015,"['Drama', 'Horror', 'Sci-Fi']",5.9,3.25,36.0,35.0,4,5.9,6.5,3.6,3.5,4,4.875,4.75
visit,2015,"['Comedy', 'Horror']",6.2,3.5,55.0,51.0,4,6.2,7.0,5.5,5.1,4,5.949999999999999,5.85
walk,2015,"['Adventure', 'Drama', 'Thriller']",7.3,3.0,70.0,77.0,4,7.3,6.0,7.0,7.7,4,7.0,7.15
wild card,2015,"['Action', 'Crime', 'Drama', 'Thriller']",5.6,3.0,40.0,29.0,4,5.6,6.0,4.0,2.9,4,4.625,4.8
22 jump street,2014,"['Action', 'Comedy', 'Crime']",7.0,3.68,71.0,77.0,4,7.0,7.36,7.1,7.7,4,7.29,7.23
3 days to kill,2014,"['Action', 'Crime', 'Drama']",6.2,1.0,40.0,43.0,4,6.2,2.0,4.0,4.3,4,4.125,4.15
300 rise of an empire,2014,"['Action', 'Drama', 'War', 'IMAX']",6.2,2.12,48.0,51.0,4,6.2,4.24,4.8,5.1,4,5.085000000000001,4.949999999999999
amazing spiderman 2,2014,"['Action', 'Sci-Fi', 'IMAX']",6.6,2.64,53.0,64.0,4,6.6,5.28,5.3,6.4,4,5.895,5.85
american sniper,2014,"['Action', 'War']",7.3,3.8,72.0,84.0,4,7.3,7.6,7.2,8.4,4,7.625,7.449999999999999
annabelle,2014,['Horror'],5.4,3.0,37.0,36.0,4,5.4,6.0,3.7,3.6,4,4.675000000000001,4.550000000000001
as above so below,2014,"['Horror', 'Thriller']",6.2,3.0,38.0,40.0,4,6.2,6.0,3.8,4.0,4,5.0,5.0
automata,2014,"['Sci-Fi', 'Thriller']",6.0,3.0,37.0,30.0,4,6.0,6.0,3.7,3.0,4,4.675,4.85
babadook,2014,"['Drama', 'Horror', 'Thriller']",6.8,4.5,86.0,72.0,4,6.8,9.0,8.6,7.2,4,7.8999999999999995,7.9
big eyes,2014,['Drama'],7.0,3.75,62.0,68.0,4,7.0,7.5,6.2,6.8,4,6.875,6.9
big hero 6,2014,"['Action', 'Animation', 'Comedy']",7.8,3.85,74.0,91.0,4,7.8,7.7,7.4,9.1,4,8.0,7.75
blended,2014,['Comedy'],6.5,3.81,31.0,64.0,4,6.5,7.62,3.1,6.4,4,5.905000000000001,6.45
book of life,2014,"['Adventure', 'Animation', 'Romance']",7.2,4.0,67.0,77.0,4,7.2,8.0,6.7,7.7,4,7.3999999999999995,7.45
boyhood,2014,['Drama'],7.9,3.82,100.0,81.0,4,7.9,7.64,10.0,8.1,4,8.41,8.0
captain america the winter soldier,2014,"['Action', 'Adventure', 'Sci-Fi', 'IMAX']",7.8,3.74,70.0,92.0,4,7.8,7.48,7.0,9.2,4,7.87,7.640000000000001
chef,2014,['Comedy'],7.3,2.75,43.0,85.0,4,7.3,5.5,4.3,8.5,4,6.4,6.4
circle,2014,"['Drama', 'Sci-Fi', 'Thriller']",6.0,2.5,43.0,78.0,4,6.0,5.0,4.3,7.8,4,5.775,5.5
dawn of the planet of the apes,2014,['Sci-Fi'],7.6,3.43,79.0,88.0,4,7.6,6.86,7.9,8.8,4,7.79,7.75
deliver us from evil,2014,"['Crime', 'Horror', 'Thriller']",6.2,3.0,40.0,42.0,4,6.2,6.0,4.0,4.2,4,5.1,5.1
divergent,2014,"['Adventure', 'Romance', 'Sci-Fi', 'IMAX']",6.6,3.0,48.0,69.0,4,6.6,6.0,4.8,6.9,4,6.074999999999999,6.3
dracula untold,2014,"['Action', 'Drama', 'Fantasy']",6.2,3.5,40.0,58.0,4,6.2,7.0,4.0,5.8,4,5.75,6.0
drop,2014,"['Crime', 'Drama', 'Thriller']",7.0,2.83,69.0,76.0,4,7.0,5.66,6.9,7.6,4,6.790000000000001,6.95
dumb and dumber to,2014,['Comedy'],5.6,2.33,36.0,35.0,4,5.6,4.66,3.6,3.5,4,4.34,4.13
equalizer,2014,"['Action', 'Crime', 'Thriller']",7.2,3.28,57.0,76.0,4,7.2,6.56,5.7,7.6,4,6.765000000000001,6.88
ex machina,2014,"['Drama', 'Sci-Fi', 'Thriller']",7.7,3.91,78.0,86.0,4,7.7,7.82,7.8,8.6,4,7.98,7.8100000000000005
exodus gods and kings,2014,"['Action', 'Adventure', 'Drama']",6.0,2.75,52.0,35.0,4,6.0,5.5,5.2,3.5,4,5.05,5.35
expendables 3,2014,"['Action', 'Adventure']",6.1,3.5,35.0,49.0,4,6.1,7.0,3.5,4.9,4,5.375,5.5
fault in our stars,2014,"['Drama', 'Romance']",7.7,3.39,69.0,85.0,4,7.7,6.78,6.9,8.5,4,7.470000000000001,7.300000000000001
fury,2014,"['Action', 'Drama', 'War']",7.6,3.77,64.0,84.0,4,7.6,7.54,6.4,8.4,4,7.484999999999999,7.57
gambler,2014,"['Crime', 'Drama', 'Thriller']",6.0,2.0,55.0,31.0,4,6.0,4.0,5.5,3.1,4,4.65,4.75
giver,2014,"['Drama', 'Sci-Fi']",6.4,2.3,47.0,55.0,4,6.4,4.6,4.7,5.5,4,5.3,5.1
godzilla,2014,"['Action', 'Adventure', 'Sci-Fi', 'IMAX']",6.4,2.62,62.0,66.0,4,6.4,5.24,6.2,6.6,4,6.109999999999999,6.300000000000001
gone girl,2014,"['Drama', 'Thriller']",8.1,3.72,79.0,87.0,4,8.1,7.44,7.9,8.7,4,8.035,8.0
grand budapest hotel,2014,"['Comedy', 'Drama']",8.1,3.78,88.0,86.0,4,8.1,7.56,8.8,8.6,4,8.265,8.35
guardians of the galaxy,2014,"['Action', 'Adventure', 'Sci-Fi']",8.0,4.05,76.0,92.0,4,8.0,8.1,7.6,9.2,4,8.225000000000001,8.05
hercules,2014,"['Action', 'Adventure']",6.0,2.0,47.0,48.0,4,6.0,4.0,4.7,4.8,4,4.875,4.75
hobbit the battle of the five armies,2014,"['Adventure', 'Fantasy']",7.4,3.42,59.0,74.0,4,7.4,6.84,5.9,7.4,4,6.885,7.12
horrible bosses 2,2014,"['Comedy', 'Crime']",6.3,3.64,40.0,47.0,4,6.3,7.28,4.0,4.7,4,5.569999999999999,5.5
how to train your dragon 2,2014,"['Action', 'Adventure', 'Animation']",7.8,3.77,76.0,90.0,4,7.8,7.54,7.6,9.0,4,7.984999999999999,7.699999999999999
hundredfoot journey,2014,"['Comedy', 'Drama']",7.3,4.5,55.0,81.0,4,7.3,9.0,5.5,8.1,4,7.475,7.699999999999999
hunger games mockingjay part 1,2014,"['Adventure', 'Sci-Fi', 'Thriller']",6.6,3.87,64.0,71.0,4,6.6,7.74,6.4,7.1,4,6.960000000000001,6.85
i frankenstein,2014,"['Action', 'Fantasy', 'Sci-Fi', 'IMAX']",5.1,2.25,30.0,38.0,4,5.1,4.5,3.0,3.8,4,4.1,4.15
i origins,2014,"['Drama', 'Sci-Fi']",7.3,3.83,57.0,69.0,4,7.3,7.66,5.7,6.9,4,6.890000000000001,7.1
if i stay,2014,['Drama'],6.7,2.0,46.0,61.0,4,6.7,4.0,4.6,6.1,4,5.35,5.35
imitation game,2014,"['Drama', 'Thriller', 'War']",8.0,4.02,73.0,91.0,4,8.0,8.04,7.3,9.1,4,8.11,8.02
inherent vice,2014,"['Comedy', 'Crime', 'Drama', 'Mystery', 'Romance']",6.6,3.67,81.0,52.0,4,6.6,7.34,8.1,5.2,4,6.81,6.97
interstellar,2014,"['Sci-Fi', 'IMAX']",8.7,3.99,74.0,86.0,4,8.7,7.98,7.4,8.6,4,8.17,8.29
interview,2014,"['Action', 'Comedy']",6.5,3.46,52.0,48.0,4,6.5,6.92,5.2,4.8,4,5.855,5.85
into the woods,2014,"['Children', 'Comedy', 'Fantasy', 'Musical']",5.9,2.8,69.0,49.0,4,5.9,5.6,6.9,4.9,4,5.824999999999999,5.75
it follows,2014,['Horror'],6.8,4.12,83.0,66.0,4,6.8,8.24,8.3,6.6,4,7.484999999999999,7.52
jack ryan shadow recruit,2014,"['Action', 'Drama', 'Thriller', 'IMAX']",6.2,2.0,57.0,53.0,4,6.2,4.0,5.7,5.3,4,5.3,5.5
john wick,2014,"['Action', 'Thriller']",7.4,3.84,68.0,81.0,4,7.4,7.68,6.8,8.1,4,7.494999999999999,7.54
judge,2014,['Drama'],7.4,2.5,48.0,72.0,4,7.4,5.0,4.8,7.2,4,6.1,6.1
kingsman the secret service,2014,"['Action', 'Adventure', 'Comedy', 'Crime']",7.7,3.99,60.0,84.0,4,7.7,7.98,6.0,8.4,4,7.52,7.84
lego movie,2014,"['Action', 'Adventure', 'Animation', 'Children', 'Comedy', 'Fantasy']",7.7,3.87,83.0,87.0,4,7.7,7.74,8.3,8.7,4,8.11,8.02
lets be cops,2014,"['Comedy', 'Crime']",6.4,3.1,30.0,51.0,4,6.4,6.2,3.0,5.1,4,5.175000000000001,5.65
loft,2014,['Thriller'],6.3,1.5,24.0,37.0,4,6.3,3.0,2.4,3.7,4,3.8500000000000005,3.35
lucy,2014,"['Action', 'Sci-Fi']",6.4,2.82,61.0,47.0,4,6.4,5.64,6.1,4.7,4,5.71,5.869999999999999
magic in the moonlight,2014,"['Comedy', 'Drama', 'Romance']",6.5,3.0,54.0,45.0,4,6.5,6.0,5.4,4.5,4,5.6,5.7
maleficent,2014,"['Action', 'Adventure', 'Children', 'IMAX']",6.9,2.75,56.0,70.0,4,6.9,5.5,5.6,7.0,4,6.25,6.25
maze runner,2014,"['Action', 'Mystery', 'Sci-Fi']",6.8,2.94,57.0,68.0,4,6.8,5.88,5.7,6.8,4,6.295,6.34
million ways to die in the west,2014,"['Comedy', 'Western']",6.1,2.96,44.0,41.0,4,6.1,5.92,4.4,4.1,4,5.130000000000001,5.16
monuments men,2014,"['Action', 'Drama', 'War']",6.1,2.67,52.0,44.0,4,6.1,5.34,5.2,4.4,4,5.26,5.27
mr peabody sherman,2014,"['Adventure', 'Animation', 'Comedy']",6.8,3.25,59.0,73.0,4,6.8,6.5,5.9,7.3,4,6.625000000000001,6.65
need for speed,2014,"['Action', 'Crime', 'Drama', 'IMAX']",6.4,3.75,39.0,57.0,4,6.4,7.5,3.9,5.7,4,5.875,6.050000000000001
neighbors,2014,['Comedy'],6.3,3.29,68.0,63.0,4,6.3,6.58,6.8,6.3,4,6.495,6.4399999999999995
night at the museum secret of the tomb,2014,"['Adventure', 'Children', 'Comedy', 'Fantasy']",6.2,3.5,47.0,57.0,4,6.2,7.0,4.7,5.7,4,5.8999999999999995,5.95
nightcrawler,2014,"['Crime', 'Drama', 'Thriller']",7.8,4.17,76.0,85.0,4,7.8,8.34,7.6,8.5,4,8.06,8.07
noah,2014,"['Adventure', 'Drama', 'IMAX']",5.8,2.8,68.0,41.0,4,5.8,5.6,6.8,4.1,4,5.574999999999999,5.699999999999999
nonstop,2014,"['Action', 'Mystery', 'Thriller']",6.9,3.25,56.0,63.0,4,6.9,6.5,5.6,6.3,4,6.325,6.4
other woman,2014,"['Comedy', 'Romance']",6.0,2.92,39.0,57.0,4,6.0,5.84,3.9,5.7,4,5.36,5.77
paddington,2014,"['Children', 'Comedy']",7.3,4.0,77.0,80.0,4,7.3,8.0,7.7,8.0,4,7.75,7.85
penguins of madagascar,2014,"['Adventure', 'Animation', 'Children', 'Comedy']",6.6,3.7,53.0,63.0,4,6.6,7.4,5.3,6.3,4,6.4,6.449999999999999
predestination,2014,"['Action', 'Mystery', 'Sci-Fi', 'Thriller']",7.4,3.9,69.0,75.0,4,7.4,7.8,6.9,7.5,4,7.4,7.45
purge anarchy,2014,"['Action', 'Horror', 'Thriller']",6.4,3.3,50.0,56.0,4,6.4,6.6,5.0,5.6,4,5.9,6.0
ride along,2014,"['Action', 'Comedy']",6.1,3.17,41.0,58.0,4,6.1,6.34,4.1,5.8,4,5.585,5.949999999999999
rio 2,2014,"['Adventure', 'Animation', 'Children', 'Comedy']",6.3,2.0,49.0,58.0,4,6.3,4.0,4.9,5.8,4,5.25,5.35
robocop,2014,"['Action', 'Crime', 'Sci-Fi', 'IMAX']",6.1,2.33,52.0,49.0,4,6.1,4.66,5.2,4.9,4,5.215,5.050000000000001
selma,2014,['Drama'],7.5,2.5,88.0,86.0,4,7.5,5.0,8.8,8.6,4,7.475,8.05
seventh son,2014,"['Adventure', 'Children', 'Fantasy']",5.5,2.25,30.0,34.0,4,5.5,4.5,3.0,3.4,4,4.1,3.95
sex tape,2014,['Comedy'],5.1,2.6,36.0,33.0,4,5.1,5.2,3.6,3.3,4,4.3,4.35
signal,2014,"['Sci-Fi', 'Thriller']",6.0,4.5,54.0,38.0,4,6.0,9.0,5.4,3.8,4,6.05,5.7
st vincent,2014,['Comedy'],7.2,3.25,64.0,78.0,4,7.2,6.5,6.4,7.8,4,6.9750000000000005,6.85
still alice,2014,['Drama'],7.5,3.8,72.0,85.0,4,7.5,7.6,7.2,8.5,4,7.7,7.55
taken 3,2014,"['Action', 'Crime', 'Thriller']",6.0,2.7,26.0,44.0,4,6.0,5.4,2.6,4.4,4,4.6,4.9
tammy,2014,['Comedy'],4.9,2.0,39.0,36.0,4,4.9,4.0,3.9,3.6,4,4.1000000000000005,3.95
teenage mutant ninja turtles,2014,"['Action', 'Adventure', 'Comedy']",5.8,2.75,31.0,50.0,4,5.8,5.5,3.1,5.0,4,4.85,5.25
that awkward moment,2014,"['Comedy', 'Romance']",6.1,2.62,36.0,46.0,4,6.1,5.24,3.6,4.6,4,4.885,4.92
theory of everything,2014,"['Drama', 'Romance']",7.7,3.71,72.0,84.0,4,7.7,7.42,7.2,8.4,4,7.68,7.5600000000000005
this is where i leave you,2014,"['Comedy', 'Drama']",6.6,2.75,44.0,59.0,4,6.6,5.5,4.4,5.9,4,5.6,5.7
transcendence,2014,"['Drama', 'Sci-Fi', 'IMAX']",6.2,2.29,42.0,37.0,4,6.2,4.58,4.2,3.7,4,4.67,4.390000000000001
transformers age of extinction,2014,"['Action', 'Adventure', 'Sci-Fi']",5.6,1.88,32.0,50.0,4,5.6,3.76,3.2,5.0,4,4.39,4.38
tusk,2014,"['Comedy', 'Drama', 'Horror']",5.3,3.5,55.0,36.0,4,5.3,7.0,5.5,3.6,4,5.3500000000000005,5.4
unbroken,2014,"['Drama', 'War']",7.2,2.5,59.0,70.0,4,7.2,5.0,5.9,7.0,4,6.275,6.45
veronica mars,2014,"['Comedy', 'Crime', 'Drama']",6.7,1.75,62.0,78.0,4,6.7,3.5,6.2,7.8,4,6.05,6.45
what we do in the shadows,2014,"['Comedy', 'Horror']",7.6,4.83,76.0,86.0,4,7.6,9.66,7.6,8.6,4,8.365,8.1
while were young,2014,"['Comedy', 'Drama']",6.3,4.0,77.0,51.0,4,6.3,8.0,7.7,5.1,4,6.775,7.0
wild,2014,['Drama'],7.1,2.9,76.0,75.0,4,7.1,5.8,7.6,7.5,4,7.0,7.3
winters tale,2014,"['Drama', 'Fantasy', 'Mystery']",6.1,1.5,31.0,43.0,4,6.1,3.0,3.1,4.3,4,4.125,3.7
xmen days of future past,2014,"['Action', 'Adventure', 'Sci-Fi']",7.9,3.83,75.0,91.0,4,7.9,7.66,7.5,9.1,4,8.040000000000001,7.78
12 years a slave,2013,['Drama'],8.1,3.62,96.0,90.0,4,8.1,7.24,9.6,9.0,4,8.485,8.55
2 guns,2013,"['Action', 'Comedy', 'Crime']",6.7,4.0,55.0,66.0,4,6.7,8.0,5.5,6.6,4,6.699999999999999,6.65
42,2013,['Drama'],7.5,4.0,62.0,85.0,4,7.5,8.0,6.2,8.5,4,7.55,7.75
47 ronin,2013,"['Action', 'Adventure', 'Fantasy']",6.2,2.64,28.0,48.0,4,6.2,5.28,2.8,4.8,4,4.7700000000000005,5.04
about time,2013,"['Drama', 'Fantasy', 'Romance']",7.8,3.93,55.0,81.0,4,7.8,7.86,5.5,8.1,4,7.3149999999999995,7.83
after earth,2013,"['Action', 'Adventure', 'Sci-Fi', 'IMAX']",4.8,1.0,33.0,36.0,4,4.8,2.0,3.3,3.6,4,3.425,3.45
all is lost,2013,"['Action', 'Adventure', 'Drama']",6.9,3.62,87.0,63.0,4,6.9,7.24,8.7,6.3,4,7.285,7.07
american hustle,2013,"['Crime', 'Drama']",7.2,3.25,90.0,74.0,4,7.2,6.5,9.0,7.4,4,7.525,7.300000000000001
anchorman 2 the legend continues,2013,['Comedy'],6.3,3.36,61.0,52.0,4,6.3,6.72,6.1,5.2,4,6.079999999999999,6.199999999999999
bad words,2013,['Comedy'],6.6,2.0,57.0,61.0,4,6.6,4.0,5.7,6.1,4,5.6,5.9
