norm_title,year_cluster,rating_imdb,rating_metacritic,rating_movielens,rating_rt_audience,title,year,release_date,genres,ID_IMDB,ID_METACRITIC,ID_MOVIELENS
6ixtynin9,0,,,,94.0,6ixtynin9,2000,,"['Action & Adventure', 'Art House & International', 'Comedy', 'Mystery & Suspense']",,,
6ixtynin9,1,,65.0,,,6ixtynin9,2005,,"['Thriller', 'Comedy', 'Crime']",,4554.0,
6th day,0,,,2.8,,6th day,2000,,"['Action', 'Sci-Fi', 'Thriller']",,,2971.0
6th man,0,,,1.5,,6th man,1997,,['Comedy'],,,4377.0
7 boxes,0,,72.0,,97.0,7 boxes,2014,,"['Action', 'Thriller']",,4278.0,
7 chinese brothers,0,,56.0,,77.0,7 chinese brothers,2015,,['Comedy'],,7268.0,
7 days,0,,,,80.0,7 days,2010,,"['Art House & International', 'Horror', 'Mystery & Suspense']",,,
7 days in entebbe,0,,49.0,,24.0,7 days in entebbe,2018,,"['Drama', 'History', 'Thriller', 'Crime']",,6042.0,
7 days in hell,0,,,4.0,,7 days in hell,2015,,['Comedy'],,,8959.0
7 days in september,0,,,,100.0,7 days in september,2002,,"['Documentary', 'Special Interest']",,,
7 faces of dr lao,0,,,5.0,,7 faces of dr lao,1964,,"['Fantasy', 'Mystery', 'Western']",,,6085.0
7 guardians of the tomb,0,,,,7.0,7 guardians of the tomb,2018,,['Action & Adventure'],,,
7 minutes,0,,35.0,,,7 minutes,2015,,"['Drama', 'Thriller', 'Crime']",,3042.0,
71,0,,83.0,4.0,96.0,71,2014,,"['Action', 'Drama', 'Thriller', 'War']",,5962.0,8583.0
71 fragmente einer chronologie des zufalls,0,,,,60.0,71 fragmente einer chronologie des zufalls,1994,,"['Art House & International', 'Drama', 'Special Interest']",,,
78 52 hitchcock s shower scene,0,,,,88.0,78 52 hitchcock s shower scene,2017,,['Documentary'],,,
78 52 hitchcocks shower scene,0,,74.0,,,78 52 hitchcocks shower scene,2017,,['Documentary'],,7612.0,
7th voyage of sinbad,0,,,4.4,,7th voyage of sinbad,1958,,"['Action', 'Adventure', 'Fantasy']",,,2375.0
8 1 2,0,,,4.1,98.0,8 1 2,1963,,"['Drama', 'Fantasy']",,,950.0
8 12 women a k 1 2,0,,,3.3,,8 12 women a k 1 2,1999,,['Comedy'],,,2700.0
8 heads in a duffel bag,0,,15.0,3.0,11.0,8 heads in a duffel bag,1997,,"['Comedy', 'Crime']",,7107.0,1148.0
8 mile,0,7.2,77.0,3.3,75.0,8 mile,2002,,"['Drama', 'Music']",1173.0,5264.0,4069.0
8 seconds,0,,,3.0,31.0,8 seconds,1994,,['Drama'],,,354.0
8 the mormon proposition,0,,55.0,,64.0,8 the mormon proposition,2010,,['Documentary'],,4760.0,
8 women,0,,64.0,3.8,,8 women,2002,,"['Mystery', 'Comedy', 'Crime', 'Musical']",,8729.0,3976.0
800 bullets,0,,,2.5,,800 bullets,2002,,"['Comedy', 'Crime', 'Drama', 'Western']",,,5824.0
800 bullets,1,,51.0,,,800 bullets,2004,,"['Drama', 'Comedy', 'Crime', 'Western']",,8447.0,
808,0,,,,100.0,808,2017,,['Documentary'],,,
84 charing cross road,0,,,4.5,87.0,84 charing cross road,1987,,"['Drama', 'Romance']",,,3843.0
88 minutes,0,5.9,17.0,,5.0,88 minutes,2007,,"['Crime', 'Drama', 'Mystery']",1512.0,1290.0,
8mm,0,6.6,19.0,2.9,21.0,8mm,1999,,"['Crime', 'Drama', 'Mystery']",834.0,3779.0,1886.0
9,0,7.0,60.0,3.6,57.0,9,2009,,"['Action', 'Adventure', 'Animation']",1697.0,4624.0,7103.0
9 1 2 weeks,0,,,2.7,61.0,9 1 2 weeks,1986,,"['Drama', 'Romance']",,,2766.0
9 11,0,,,5.0,,9 11,2002,,['Documentary'],,,6173.0
9 11,1,,,,11.0,9 11,2017,,['Drama'],,,
9 99,0,,68.0,,73.0,9 99,2008,,"['Drama', 'Animation']",,8365.0,
9 dead gay guys,0,,21.0,,22.0,9 dead gay guys,2002,,"['Comedy', 'Crime']",,564.0,
9 full moons,0,,,,83.0,9 full moons,2014,,"['Drama', 'Romance']",,,
9 songs,0,,43.0,,,9 songs,2005,,"['Drama', 'Romance', 'Music']",,5398.0,
9 to 5,0,,,,82.0,9 to 5,1980,,"['Classics', 'Comedy']",,,
90 minutes in heaven,0,,28.0,,26.0,90 minutes in heaven,2015,,['Drama'],,9085.0,
95 miles to go,0,,,,36.0,95 miles to go,2004,,"['Comedy', 'Documentary']",,,
9500 liberty,0,,,,92.0,9500 liberty,2010,,"['Documentary', 'Drama', 'Special Interest']",,,
96 minutes,0,,51.0,2.5,,96 minutes,2011,,"['Drama', 'Thriller']",,2311.0,7861.0
96 souls,0,,,,0.0,96 souls,2017,,"['Drama', 'Science Fiction & Fantasy']",,,
964 pinocchio,0,,,1.0,,964 pinocchio,1991,,"['Horror', 'Sci-Fi']",,,9012.0
976 evil,0,,,,15.0,976 evil,1989,,['Horror'],,,
99 francs,0,,,4.0,,99 francs,2007,,['Comedy'],,,6714.0
99 homes,0,,76.0,,93.0,99 homes,2015,,"['Drama', 'Thriller']",,8236.0,
9to5 days in porn,0,,,3.5,,9to5 days in porn,2008,,['Documentary'],,,7067.0
a bad moms christmas,0,5.6,42.0,3.5,32.0,a bad moms christmas,2017,,['Comedy'],3216.0,7840.0,9629.0
a bag of hammers,0,,50.0,,62.0,a bag of hammers,2012,,"['Drama', 'Comedy']",,3250.0,
a bag of marbles,0,,55.0,,,a bag of marbles,2018,,['Drama'],,141.0,
a band called death,0,,77.0,,94.0,a band called death,2013,,['Documentary'],,5131.0,
a beautiful day in the neighborhood,0,7.2,,,,a beautiful day in the neighborhood,2019,,"['Biography', 'Drama']",2952.0,,
a beautiful life,0,,13.0,,0.0,a beautiful life,2009,,['Drama'],,7579.0,
a beautiful mind,0,8.2,72.0,,74.0,a beautiful mind,2001,,"['Biography', 'Drama']",1106.0,5600.0,
a beginner s guide to endings,0,,,,33.0,a beginner s guide to endings,2016,,"['Comedy', 'Drama']",,,
a better life,0,,64.0,,85.0,a better life,2011,,['Drama'],,5394.0,
a better tomorrow,0,,,,93.0,a better tomorrow,2010,,"['Action & Adventure', 'Art House & International', 'Drama', 'Mystery & Suspense']",,,
a bigger splash,0,,,,100.0,a bigger splash,1974,,"['Documentary', 'Drama']",,,
a bigger splash,1,,74.0,,90.0,a bigger splash,2016,,"['Drama', 'Mystery', 'Crime']",,6701.0,
a bird of the air,0,,,,30.0,a bird of the air,2011,,"['Comedy', 'Drama', 'Romance']",,,
a birder s guide to everything,0,,61.0,,86.0,a birder s guide to everything,2014,,['Comedy'],,7221.0,
a bittersweet life,0,,,,100.0,a bittersweet life,2005,,"['Action & Adventure', 'Art House & International', 'Drama']",,,
a bottle in the gaza sea,0,,,,69.0,a bottle in the gaza sea,2013,,['Drama'],,,
a boy and his dog,0,,,,76.0,a boy and his dog,1975,,"['Comedy', 'Cult Movies', 'Drama', 'Mystery & Suspense', 'Science Fiction & Fantasy']",,,
a boy called po,0,,,,31.0,a boy called po,2017,,['Drama'],,,
a boy called sailboat,0,,,,80.0,a boy called sailboat,2019,,['Drama'],,,
a boy named charlie brown,0,,,,95.0,a boy named charlie brown,1969,,"['Animation', 'Kids & Family']",,,
a brave heart the lizzie velasquez story,0,,70.0,,,a brave heart the lizzie velasquez story,2015,,"['Biography', 'Family', 'Documentary']",,5145.0,
a bread factory part one for the sake of gold,0,,,,100.0,a bread factory part one for the sake of gold,2018,,"['Comedy', 'Drama']",,,
a bread factory part two walk with me while,0,,,,100.0,a bread factory part two walk with me while,2018,,"['Drama', 'Musical & Performing Arts']",,,
a breath away,0,,,,45.0,a breath away,2019,,"['Art House & International', 'Science Fiction & Fantasy']",,,
a bridge too far,0,7.4,,,64.0,a bridge too far,1977,,"['Drama', 'History', 'War']",62.0,,
a brief history of time,0,,,,94.0,a brief history of time,1992,,"['Documentary', 'Special Interest']",,,
a brighter summer day,0,,,,100.0,a brighter summer day,2011,,"['Art House & International', 'Drama']",,,
a brilliant young mind,0,,65.0,,87.0,a brilliant young mind,2015,,"['Drama', 'Comedy']",,8738.0,
a bronx tale,0,7.8,80.0,,97.0,a bronx tale,1993,,"['Crime', 'Drama']",454.0,6307.0,
a brony tale,0,,,,80.0,a brony tale,2014,,"['Comedy', 'Documentary', 'Drama', 'Special Interest']",,,
a brother s kiss,0,,,,100.0,a brother s kiss,1996,,['Drama'],,,
a bucket of blood,0,,,,71.0,a bucket of blood,1959,,"['Comedy', 'Horror', 'Mystery & Suspense']",,,
a bug s life,0,7.2,77.0,,92.0,a bug s life,1998,,"['Adventure', 'Animation', 'Comedy']",741.0,8536.0,
a burning hot summer,0,,,,55.0,a burning hot summer,2012,,['Drama'],,,
a c o d,0,,50.0,,52.0,a c o d,2013,,['Comedy'],,6844.0,
a canterbury tale,0,,,,92.0,a canterbury tale,1949,,"['Classics', 'Comedy', 'Drama']",,,
a case of you,0,,38.0,,47.0,a case of you,2013,,"['Comedy', 'Romance']",,5142.0,
a cat in paris,0,,63.0,,83.0,a cat in paris,2012,,"['Comedy', 'Crime', 'Animation', 'Family']",,6451.0,
a charlie brown thanksgiving,0,,,,100.0,a charlie brown thanksgiving,2003,,"['Animation', 'Drama', 'Kids & Family']",,,
a chorus line,0,,46.0,,40.0,a chorus line,1985,,"['Drama', 'Comedy', 'Musical']",,2448.0,
a christmas carol,0,,,,100.0,a christmas carol,1938,,"['Classics', 'Drama', 'Kids & Family', 'Science Fiction & Fantasy']",,,
a christmas carol,1,6.8,55.0,,,a christmas carol,2009,,"['Adventure', 'Animation', 'Comedy']",2030.0,3528.0,
a christmas prince,0,,,,73.0,a christmas prince,2017,,"['Comedy', 'Drama', 'Romance']",,,
a christmas prince the royal baby,0,,,,33.0,a christmas prince the royal baby,2019,,"['Drama', 'Kids & Family', 'Romance']",,,
a christmas prince the royal wedding,0,,,,50.0,a christmas prince the royal wedding,2018,,['Romance'],,,
a christmas story,0,7.9,77.0,,89.0,a christmas story,1983,,"['Comedy', 'Family']",141.0,5307.0,
a christmas story live,0,,,2.0,,a christmas story live,2017,,['(no genres listed)'],,,9652.0
a christmas tale,0,,84.0,,,a christmas tale,2008,,"['Drama', 'Comedy']",,4158.0,
a ciambra,0,,70.0,,89.0,a ciambra,2018,,['Drama'],,3223.0,
a cinderella story,0,5.9,25.0,,12.0,a cinderella story,2004,,"['Comedy', 'Family', 'Romance']",1315.0,830.0,
a civil action,0,,68.0,,61.0,a civil action,1998,,['Drama'],,5358.0,
a clear shot,0,,,,0.0,a clear shot,2020,,"['Drama', 'Mystery & Suspense']",,,
a clockwork orange,0,8.3,80.0,,88.0,a clockwork orange,1971,,"['Crime', 'Sci-Fi']",7.0,8932.0,
a coffee in berlin,0,,63.0,,77.0,a coffee in berlin,2014,,['Drama'],,7998.0,
a complete history of my sexual failures,0,,,,56.0,a complete history of my sexual failures,2017,,"['Comedy', 'Documentary', 'Special Interest']",,,
a conspiracy of faith,0,,,,100.0,a conspiracy of faith,2016,,"['Art House & International', 'Drama', 'Mystery & Suspense']",,,
a cool dry place,0,,,,54.0,a cool dry place,1998,,['Drama'],,,
a cop,0,,,,81.0,a cop,2013,,"['Art House & International', 'Drama']",,,
a cosmic christmas,0,,,4.0,,a cosmic christmas,1977,,['(no genres listed)'],,,9161.0
a country called home,0,,46.0,,17.0,a country called home,2016,,['Drama'],,7711.0,
a crooked somebody,0,,,,80.0,a crooked somebody,2018,,"['Drama', 'Mystery & Suspense']",,,
a crude awakening the oil crash,0,,,,79.0,a crude awakening the oil crash,2007,,"['Documentary', 'Special Interest']",,,
a cure for wellness,0,6.4,47.0,,42.0,a cure for wellness,2016,,"['Drama', 'Fantasy', 'Horror']",3110.0,2076.0,
a dangerous method,0,,76.0,,78.0,a dangerous method,2011,,"['Drama', 'Thriller']",,4649.0,
a dangerous woman,0,,,,50.0,a dangerous woman,1993,,"['Drama', 'Mystery & Suspense', 'Romance']",,,
a dark place,0,,41.0,,,a dark place,2019,,"['Mystery', 'Thriller']",,187.0,
a dark song,0,,,,92.0,a dark song,2017,,"['Drama', 'Horror']",,,
a date with judy,0,,,,57.0,a date with judy,1948,,"['Classics', 'Comedy', 'Musical & Performing Arts']",,,
a day at the races,0,,,,94.0,a day at the races,1937,,"['Classics', 'Comedy', 'Musical & Performing Arts']",,,
a day without mexican,0,,30.0,,,a day without mexican,2004,,"['Drama', 'Mystery', 'Fantasy', 'Comedy']",,5782.0,
a detective story,0,,,5.0,,a detective story,2003,,"['Animation', 'Sci-Fi']",,,9529.0
a dirty shame,0,,56.0,,53.0,a dirty shame,2004,,['Comedy'],,7560.0,
a distant trumpet,0,,,,50.0,a distant trumpet,2013,,['Western'],,,
a dog of flanders,0,,,,21.0,a dog of flanders,1999,,"['Drama', 'Kids & Family']",,,
a dog s journey,0,,43.0,,50.0,a dog s journey,2019,,"['Adventure', 'Drama', 'Fantasy', 'Comedy', 'Family']",,1253.0,
a dog s purpose,0,7.2,43.0,4.5,35.0,a dog s purpose,2017,,"['Adventure', 'Comedy', 'Drama']",2588.0,3093.0,9429.0
a dog s way home,0,,50.0,,59.0,a dog s way home,2019,,"['Adventure', 'Drama', 'Family']",,5102.0,
a dry white season,0,,68.0,,,a dry white season,1989,,"['Drama', 'Thriller']",,274.0,
a face in the crowd,0,,,,88.0,a face in the crowd,1957,,"['Classics', 'Drama']",,,
a family man,0,,21.0,,,a family man,2017,,['Drama'],,1342.0,
a family thing,0,,71.0,,73.0,a family thing,1996,,"['Drama', 'Comedy']",,6514.0,
a fantastic fear of everything,0,,31.0,,34.0,a fantastic fear of everything,2014,,['Comedy'],,3440.0,
a fantastic woman,0,,86.0,,94.0,a fantastic woman,2017,,['Drama'],,3563.0,
a farewell to arms,0,,,,93.0,a farewell to arms,1932,,"['Drama', 'Romance']",,,
a farewell to arms,1,,,,0.0,a farewell to arms,1957,,"['Classics', 'Drama', 'Romance']",,,
a farewell to fools,0,,,,40.0,a farewell to fools,2014,,"['Comedy', 'Drama']",,,
a few best men,0,,,,15.0,a few best men,2015,,['Comedy'],,,
a few good men,0,7.7,62.0,,83.0,a few good men,1992,,"['Drama', 'Thriller']",424.0,3301.0,
a field in england,0,,73.0,,86.0,a field in england,2014,,"['Drama', 'History', 'Thriller', 'Horror']",,8367.0,
a fierce green fire,0,,,,70.0,a fierce green fire,2013,,"['Documentary', 'Special Interest']",,,
a film unfinished,0,,88.0,,97.0,a film unfinished,2010,,"['Drama', 'History', 'Documentary']",,3208.0,
a film with me in it,0,,,,62.0,a film with me in it,2008,,"['Comedy', 'Mystery & Suspense']",,,
a fine madness,0,,,,40.0,a fine madness,1966,,"['Classics', 'Comedy', 'Drama']",,,
a fine mess,0,,,,33.0,a fine mess,1986,,"['Action & Adventure', 'Comedy', 'Drama', 'Mystery & Suspense', 'Romance']",,,
a fish called wanda,0,7.5,80.0,,95.0,a fish called wanda,1988,,"['Comedy', 'Crime']",290.0,7030.0,
a fistful of dollars,0,,,,98.0,a fistful of dollars,1964,,"['Action & Adventure', 'Art House & International', 'Classics', 'Western']",,,
a fistful of dollars,1,,65.0,,,a fistful of dollars,1967,,['Western'],,2946.0,
a five star life,0,,,,64.0,a five star life,2014,,"['Art House & International', 'Drama', 'Romance']",,,
a flintstones christmas carol,0,,,5.0,,a flintstones christmas carol,1994,,"['Animation', 'Children', 'Comedy']",,,8700.0
a fond kiss,0,,,,89.0,a fond kiss,2004,,"['Drama', 'Romance']",,,
a fool there was,0,,,,83.0,a fool there was,1915,,"['Classics', 'Drama']",,,
a fortunate man,0,,,,83.0,a fortunate man,2019,,['Drama'],,,
a four letter word,0,,,,53.0,a four letter word,2008,,"['Comedy', 'Romance', 'Gay & Lesbian']",,,
a funny thing happened on the way to forum,0,,,,85.0,a funny thing happened on the way to forum,1966,,"['Art House & International', 'Classics', 'Comedy', 'Musical & Performing Arts']",,,
a futile and stupid gesture,0,,55.0,,67.0,a futile and stupid gesture,2018,,"['Biography', 'Comedy']",,5758.0,
a galaxy far away,0,,,,57.0,a galaxy far away,2001,,"['Cult Movies', 'Documentary', 'Special Interest', 'Television']",,,
a german life,0,,,3.0,,a german life,2016,,['Documentary'],,,9581.0
a ghost story,0,6.8,84.0,,91.0,a ghost story,2017,,"['Drama', 'Fantasy', 'Mystery']",3209.0,4055.0,
a girl and gun,0,,,,25.0,a girl and gun,2013,,"['Documentary', 'Special Interest']",,,
a girl like her,0,,54.0,,,a girl like her,2015,,['Drama'],,5774.0,
a girl walks home alone at night,0,,81.0,,96.0,a girl walks home alone at night,2014,,"['Thriller', 'Horror', 'Romance']",,5337.0,
a glimpse inside the mind of charles swan iii,0,,28.0,,16.0,a glimpse inside the mind of charles swan iii,2013,,['Comedy'],,2947.0,
a good day to be black sexy,0,,,,80.0,a good day to be black sexy,2008,,"['Comedy', 'Drama', 'Romance']",,,
a good day to die hard,0,5.2,28.0,,14.0,a good day to die hard,2013,,"['Action', 'Thriller']",2497.0,3268.0,
a good man in africa,0,,,,10.0,a good man in africa,1994,,"['Comedy', 'Drama']",,,
a good old fashioned orgy,0,,44.0,,35.0,a good old fashioned orgy,2011,,['Comedy'],,1305.0,
a good woman,0,,53.0,,37.0,a good woman,2006,,"['Drama', 'Comedy', 'Romance']",,4805.0,
a good woman is hard to find,0,,,,92.0,a good woman is hard to find,2020,,"['Drama', 'Mystery & Suspense']",,,
a good year,0,6.9,47.0,,25.0,a good year,2006,,"['Comedy', 'Drama', 'Romance']",1478.0,3111.0,
a goofy movie,0,6.9,,,58.0,a goofy movie,1995,,"['Adventure', 'Animation', 'Comedy']",571.0,,
a gray state,0,,74.0,,100.0,a gray state,2017,,['Documentary'],,8475.0,
a great day in harlem,0,,,,89.0,a great day in harlem,1995,,"['Documentary', 'Musical & Performing Arts', 'Special Interest']",,,
a great wall,0,,,,56.0,a great wall,1986,,"['Art House & International', 'Comedy', 'Drama']",,,
a guide to recognizing your saints,0,,67.0,,76.0,a guide to recognizing your saints,2006,,"['Drama', 'Crime']",,8284.0,
a guy thing,0,,27.0,,24.0,a guy thing,2003,,"['Comedy', 'Romance']",,1241.0,
a happening of monumental proportions,0,,35.0,,,a happening of monumental proportions,2018,,['Comedy'],,4007.0,
a hard day,0,,76.0,,83.0,a hard day,2015,,"['Action', 'Thriller', 'Crime']",,8707.0,
a hard day s night,0,,,,98.0,a hard day s night,1964,,"['Classics', 'Comedy', 'Musical & Performing Arts']",,,
a haunted house,0,,20.0,,9.0,a haunted house,2013,,"['Horror', 'Comedy']",,1529.0,
a haunted house 2,0,,17.0,,8.0,a haunted house 2,2014,,"['Horror', 'Comedy']",,2724.0,
a haunting in venice,0,6.6,,,,a haunting in venice,2023,,"['Crime', 'Drama', 'Horror']",2783.0,,
a hijacking,0,,82.0,,96.0,a hijacking,2013,,"['Drama', 'Thriller']",,5704.0,
a history of violence,0,7.4,81.0,,87.0,a history of violence,2005,,"['Action', 'Crime', 'Drama']",1473.0,6228.0,
a hole in the head,0,,,,75.0,a hole in the head,1959,,"['Classics', 'Comedy', 'Drama', 'Musical & Performing Arts']",,,
a hologram for the king,0,,58.0,,71.0,a hologram for the king,2016,,"['Drama', 'Comedy']",,8994.0,
a home at the end of world,0,,59.0,3.5,50.0,a home at the end of world,2004,,"['Drama', 'Romance']",,3171.0,5262.0
a home of our own,0,,,,50.0,a home of our own,1993,,"['Drama', 'Kids & Family']",,,
a horrible way to die,0,,,,60.0,a horrible way to die,2011,,"['Horror', 'Mystery & Suspense']",,,
a i artificial intelligence,0,7.2,65.0,3.3,74.0,a i artificial intelligence,2001,,"['Drama', 'Sci-Fi']",988.0,8140.0,3230.0
a jihad for love,0,,55.0,,78.0,a jihad for love,2008,,['Documentary'],,8446.0,
a k tommy chong,0,,60.0,,74.0,a k tommy chong,2006,,['Documentary'],,2842.0,
a kid in king arthur s court,0,,,,5.0,a kid in king arthur s court,1995,,"['Action & Adventure', 'Comedy', 'Kids & Family', 'Science Fiction & Fantasy']",,,
a kid like jake,0,,60.0,,49.0,a kid like jake,2018,,"['Drama', 'Family']",,8082.0,
a kind of murder,0,,50.0,,35.0,a kind of murder,2016,,"['Drama', 'Thriller']",,6519.0,
a kiss before dying,0,,,,100.0,a kiss before dying,1956,,"['Drama', 'Mystery & Suspense']",,,
a knight s tale,0,6.9,56.0,,59.0,a knight s tale,2001,,"['Action', 'Adventure', 'Romance']",942.0,4368.0,
a la mala,0,,,,43.0,a la mala,2015,,"['Comedy', 'Romance']",,,
a land imagined,0,,59.0,,,a land imagined,2019,,['Mystery'],,315.0,
a late quartet,0,,67.0,,76.0,a late quartet,2012,,['Drama'],,6396.0,
a league of ordinary gentlemen,0,,66.0,,91.0,a league of ordinary gentlemen,2005,,"['Sport', 'Documentary']",,6481.0,
a league of their own,0,7.3,67.0,,78.0,a league of their own,1992,,"['Comedy', 'Drama', 'Sport']",429.0,3846.0,
a lego brickumentary,0,,51.0,,,a lego brickumentary,2015,,['Documentary'],,8423.0,
a letter to momo,0,,65.0,,81.0,a letter to momo,2014,,"['Drama', 'Fantasy', 'Animation', 'Family']",,4783.0,
a letter to three wives,0,,,,94.0,a letter to three wives,1949,,"['Classics', 'Comedy', 'Drama', 'Mystery & Suspense', 'Romance']",,,
a liar s autobiography the untrue story of monty python graham chapman,0,,,,44.0,a liar s autobiography the untrue story of monty python graham chapman,2012,,"['Animation', 'Art House & International', 'Comedy']",,,
a life less ordinary,0,,35.0,,41.0,a life less ordinary,1997,,"['Drama', 'Fantasy', 'Comedy', 'Romance', 'Crime']",,1985.0,
a little bit of heaven,0,,14.0,,4.0,a little bit of heaven,2012,,"['Drama', 'Comedy', 'Romance']",,1242.0,
a little chaos,0,,51.0,,48.0,a little chaos,2015,,"['Drama', 'Comedy', 'Romance']",,3887.0,
a little help,0,,54.0,,41.0,a little help,2011,,"['Drama', 'Comedy']",,6950.0,
a little princess,0,,83.0,,97.0,a little princess,1995,,"['Drama', 'Fantasy', 'Family']",,6389.0,
a little romance,0,,,,71.0,a little romance,1979,,"['Art House & International', 'Comedy', 'Drama', 'Romance']",,,
a little trip to heaven,0,,,,33.0,a little trip to heaven,2007,,"['Comedy', 'Drama', 'Mystery & Suspense']",,,
a lonely place to die,0,,,,75.0,a lonely place to die,2011,,"['Action & Adventure', 'Mystery & Suspense']",,,
a long way down,0,,34.0,,22.0,a long way down,2014,,"['Drama', 'Comedy']",,1561.0,
a long way from home,0,,,,33.0,a long way from home,2013,,['Drama'],,,
a lot like love,0,6.6,48.0,,41.0,a lot like love,2005,,"['Comedy', 'Drama', 'Romance']",1451.0,2259.0,
a love divided,0,,52.0,,,a love divided,2001,,"['Biography', 'Romance']",,6905.0,
a love song for bobby long,0,,48.0,,,a love song for bobby long,2004,,['Drama'],,1549.0,
a low down dirty shame,0,,,,0.0,a low down dirty shame,1994,,"['Action & Adventure', 'Comedy']",,,
a man and woman,0,,,,75.0,a man and woman,1966,,"['Art House & International', 'Drama', 'Romance']",,,
a man apart,0,,36.0,,11.0,a man apart,2003,,"['Action', 'Drama', 'Thriller', 'Crime']",,3155.0,
a man called blade,0,,,3.0,,a man called blade,1977,,"['Action', 'Drama', 'Thriller', 'Western']",,,8626.0
a man called horse,0,,,,86.0,a man called horse,1970,,"['Action & Adventure', 'Classics', 'Western']",,,
a man called otto,0,7.5,,,,a man called otto,2022,,"['Comedy', 'Drama']",3270.0,,
a man called ove,0,,70.0,,91.0,a man called ove,2016,,"['Drama', 'Comedy']",,7833.0,
a man escaped,0,,,,100.0,a man escaped,1957,,"['Action & Adventure', 'Art House & International', 'Classics', 'Drama', 'Mystery & Suspense']",,,
a man for all seasons,0,,,,83.0,a man for all seasons,1966,,"['Classics', 'Drama']",,,
a man from boulevard des capucines,0,,,4.0,,a man from boulevard des capucines,1987,,"['Comedy', 'Romance', 'Western']",,,9106.0
a man named pearl,0,,63.0,,75.0,a man named pearl,2008,,['Documentary'],,2477.0,
a man s story,0,,,,33.0,a man s story,2012,,"['Documentary', 'Special Interest']",,,
a marine story,0,,,,60.0,a marine story,2010,,['Drama'],,,
a master builder,0,,,,82.0,a master builder,2014,,['Documentary'],,,
a merry friggin christmas,0,,28.0,2.0,14.0,a merry friggin christmas,2014,,['Comedy'],,1478.0,8627.0
a midnight clear,0,,,,88.0,a midnight clear,1992,,"['Action & Adventure', 'Drama']",,,
a midsummer night s dream,0,,,,91.0,a midsummer night s dream,1935,,"['Classics', 'Comedy', 'Drama', 'Science Fiction & Fantasy', 'Romance']",,,
a midsummer night s dream,1,,61.0,,,a midsummer night s dream,1999,,"['Fantasy', 'Comedy', 'Romance']",,7911.0,
a midsummer night s dream,2,,,4.0,100.0,a midsummer night s dream,2015,,['(no genres listed)'],,,9299.0
a midsummer night s dream,3,,67.0,,,a midsummer night s dream,2018,,"['Fantasy', 'Comedy']",,3025.0,
a midsummer night s sex comedy,0,,,,77.0,a midsummer night s sex comedy,1982,,['Comedy'],,,
