title,release_year,genres,rating_imdb,rating_metacritic,rating_movielens,rating_rt_audience
After Everything,2018,"['Drama', 'Comedy']",,6.7,,75.0
"After Fall, Winter",2012,['Drama'],,5.3,,69.0
After Hours,1985,"['Comedy', 'Crime', 'Drama']",7.6,7.9,3.8,87.0
After Innocence,2005,['Documentary'],,7.3,,82.0
After Life,1998,"['Drama', 'Fantasy']",,9.1,4.2,
After.Life,2010,"['Drama', 'Thriller', 'Horror']",,6.8,,33.0
After the Dark,2014,"['Sci-Fi', 'Drama', 'Thriller', 'Fantasy']",,5.5,,44.0
After the Storm,2017,['Drama'],,8.0,,80.0
After the Sunset,2004,"['Action', 'Adventure', 'Comedy', 'Crime', 'Thriller']",,,3.6,52.0
After the Thin Man,1936,"['Comedy', 'Crime', 'Mystery', 'Romance']",,,2.8,90.0
After the Wedding,2006,['Drama'],,8.0,3.5,
After the Wedding,2019,['Drama'],,6.1,,76.0
After Tiller,2013,"['Biography', 'Drama', 'Documentary', 'News']",,6.2,,85.0
Afterglow,1997,"['Drama', 'Comedy', 'Romance']",,6.8,4.5,43.0
Aftermath,2013,"['Drama', 'Thriller']",,7.6,,79.0
Aftermath,2017,"['Drama', 'Thriller']",,5.9,,25.0
Afternoon Delight,2013,"['Drama', 'Comedy']",,6.3,,41.0
Afternoon of a Faun: Tanaquil Le Clercq,2014,"['Biography', 'Drama', 'Music', 'Documentary']",,7.6,,72.0
Afterschool,2008,['Drama'],,6.2,,48.0
Aftershock,2013,"['Adventure', 'Thriller', 'Horror', 'Crime']",,6.0,,24.0
Against All Odds,1984,"['Action', 'Adventure', 'Drama', 'Thriller', 'Romance', 'Crime']",,8.6,2.3,45.0
Against the Ropes,2004,"['Comedy', 'Drama']",,,2.0,29.0
Agent Cody Banks,2003,"['Action', 'Adventure', 'Thriller', 'Comedy', 'Romance', 'Crime', 'Family']",,5.7,1.9,32.0
Agent Cody Banks 2: Destination London,2004,"['Action', 'Adventure', 'Mystery', 'Comedy', 'Romance', 'Crime', 'Family']",,4.5,4.0,31.0
Agnes of God,1985,"['Drama', 'Mystery']",,,3.7,55.0
Agora,2009,"['Adventure', 'Biography', 'Drama']",7.1,7.8,4.0,65.0
"Aguirre, the Wrath of God",1972,"['Action', 'Adventure', 'Biography']",7.8,,4.0,91.0
Ai Weiwei: Never Sorry,2012,['Documentary'],,7.8,,87.0
Aileen: Life and Death of a Serial Killer,2003,['Documentary'],,,3.5,74.0
Ain't Them Bodies Saints,2013,"['Drama', 'Romance', 'Crime']",,7.0,,61.0
Air America,1990,"['Action', 'Comedy']",,6.7,2.8,35.0
Air Bud,1997,"['Children', 'Comedy']",,,2.4,38.0
Air Force One,1997,"['Action', 'Drama', 'Thriller']",6.5,6.8,3.3,66.0
Air Guitar Nation,2006,"['Biography', 'Comedy', 'Music', 'Documentary']",,8.1,,79.0
Airheads,1994,"['Comedy', 'Crime', 'Music']",,5.9,2.8,
Airplane!,1980,['Comedy'],7.7,7.9,3.9,89.0
Airplane II: The Sequel,1982,"['Comedy', 'Sci-Fi']",6.1,6.1,3.2,
Airport,1970,['Drama'],,,2.2,53.0
Airport 1975,1974,"['Action', 'Drama', 'Thriller']",,,3.5,37.0
Airport '77,1977,['Drama'],,,3.2,33.0
Ajami,2010,['Drama'],,8.1,,81.0
Akeelah and the Bee,2006,"['Drama', 'Family']",,7.9,3.8,81.0
Aladdin,1992,"['Adventure', 'Animation', 'Comedy']",8.0,8.7,3.8,92.0
Aladdin,2019,"['Adventure', 'Comedy', 'Family']",6.9,6.7,,94.0
Aladdin and the King of Thieves,1995,"['Animation', 'Children', 'Comedy', 'Fantasy', 'Musical', 'Romance']",,,3.2,50.0
Alan Partridge,2014,"['Thriller', 'Comedy']",,6.9,,73.0
Alaska,1996,"['Adventure', 'Children']",,,3.5,44.0
Albatross,2011,['Drama'],,4.6,2.5,39.0
Albert Nobbs,2011,['Drama'],,6.2,,47.0
Albino Alligator,1996,"['Drama', 'Thriller', 'Crime']",,8.2,2.2,42.0
Alex Cross,2012,"['Action', 'Mystery', 'Thriller', 'Crime']",,4.8,1.5,47.0
Alex of Venice,2015,['Drama'],,5.6,,43.0
Alex Rider: Operation Stormbreaker,2006,"['Action', 'Adventure', 'Family']",,4.7,,53.0
Alexander,2004,"['Action', 'Biography', 'Drama']",5.6,5.3,2.2,35.0
"Alexander and the Terrible, Horrible, No Good, Very Bad Day",2014,"['Comedy', 'Family']",,5.9,,58.0
Alexandra,2007,"['Drama', 'War']",,7.3,,69.0
Alfie,1966,"['Comedy', 'Drama', 'Romance']",,,3.2,76.0
Alfie,2004,"['Comedy', 'Drama', 'Romance']",6.2,7.7,2.3,51.0
Ali,2001,"['Biography', 'Drama', 'Sport']",6.7,6.7,3.0,65.0
Alice (Neco z Alenky),1988,"['Animation', 'Fantasy', 'Mystery']",,,3.8,80.0
Alice,1990,"['Comedy', 'Drama', 'Fantasy', 'Romance']",,,3.0,57.0
Alice,2008,"['Action', 'Adventure', 'Fantasy']",,,4.0,80.0
Alice Adams,1935,"['Comedy', 'Drama']",,,3.5,71.0
Alice Doesn't Live Here Anymore,1974,"['Drama', 'Romance']",,7.1,4.2,
Alice in Wonderland,1933,"['Adventure', 'Children', 'Fantasy']",,,4.0,59.0
Alice in Wonderland,1951,"['Adventure', 'Animation', 'Children', 'Fantasy', 'Musical']",,,3.4,78.0
Alice in Wonderland,2010,"['Adventure', 'Family', 'Fantasy']",6.4,5.8,2.9,55.0
Alice Neel,2007,['Documentary'],,6.0,,93.0
Alice Through the Looking Glass,2016,"['Adventure', 'Family', 'Fantasy']",6.2,5.9,2.0,48.0
Alien,1979,"['Horror', 'Sci-Fi']",8.5,9.0,4.0,94.0
Alien Abduction,2014,"['Sci-Fi', 'Thriller', 'Horror']",,5.5,,22.0
Alien: Covenant,2017,"['Horror', 'Sci-Fi', 'Thriller']",6.4,5.8,2.8,55.0
Alien Nation,1988,"['Crime', 'Drama', 'Sci-Fi', 'Thriller']",,,3.1,44.0
Alien Outpost,2015,"['Action', 'Sci-Fi', 'Thriller']",,5.1,,32.0
Alien: Resurrection,1997,"['Action', 'Horror', 'Sci-Fi']",6.2,5.8,2.9,39.0
Alien Trespass,2009,"['Sci-Fi', 'Thriller', 'Horror', 'Comedy']",,6.5,,31.0
Aliens,1986,"['Action', 'Adventure', 'Sci-Fi']",8.4,9.0,4.0,94.0
Aliens in the Attic,2009,"['Adventure', 'Sci-Fi', 'Fantasy', 'Family']",,5.7,,43.0
Aliens of the Deep,2005,['Documentary'],,7.7,,49.0
Aliens vs. Predator: Requiem,2007,"['Action', 'Horror', 'Sci-Fi']",4.6,,,30.0
Alien³,1992,"['Action', 'Horror', 'Sci-Fi']",6.4,,3.1,
Alita: Battle Angel,2019,"['Action', 'Adventure', 'Sci-Fi']",7.3,,,92.0
Alive,1993,"['Adventure', 'Biography', 'Drama']",7.1,,3.2,68.0
Alive Inside,2014,"['Documentary', 'News']",,7.8,,91.0
All About Eve,1950,['Drama'],,,4.2,94.0
All About Lily Chou-Chou,2001,"['Drama', 'Thriller', 'Crime', 'Music']",,8.2,3.0,89.0
All About My Mother,1999,['Drama'],,8.4,4.2,93.0
All About Steve,2009,['Comedy'],,4.2,,30.0
All About the Benjamins,2002,"['Action', 'Thriller', 'Comedy', 'Crime']",,6.6,2.5,77.0
All Cheerleaders Die,2014,"['Thriller', 'Horror', 'Comedy']",,5.8,,34.0
All Dogs Go to Heaven,1989,"['Action', 'Adventure', 'Drama', 'Fantasy', 'Comedy', 'Animation', 'Family', 'Musical']",,6.8,2.7,63.0
All Dogs Go to Heaven 2,1996,"['Adventure', 'Animation', 'Children', 'Fantasy', 'Musical', 'Romance']",,,3.2,38.0
All Eyez on Me,2017,"['Biography', 'Drama', 'Music']",,4.3,,53.0
All Good Things,2010,"['Drama', 'Mystery', 'Thriller']",,7.8,3.8,37.0
All I See Is You,2017,"['Drama', 'Mystery']",,5.2,,31.0
All Is Bright,2013,"['Drama', 'Comedy']",,5.5,1.5,22.0
All Is Lost,2013,"['Action', 'Adventure', 'Drama']",6.9,6.6,3.6,63.0
All Is True,2018,"['Biography', 'Drama', 'History']",,5.6,,67.0
All of Me,1984,"['Comedy', 'Fantasy']",,,2.5,67.0
All or Nothing,2002,"['Drama', 'Comedy']",,7.1,3.7,81.0
All Over the Guy,2001,"['Comedy', 'Romance']",,7.6,3.0,67.0
All Quiet on the Western Front,,"['Drama', 'War']",,8.0,,69.0
All Saints,2017,['Drama'],,5.7,,72.0
All That Heaven Allows,1955,"['Drama', 'Romance']",,,4.2,81.0
All the Boys Love Mandy Lane,2013,"['Mystery', 'Thriller', 'Horror', 'Romance']",,6.0,,31.0
All the King's Men,1949,['Drama'],,,4.2,78.0
All the King's Men,2006,"['Drama', 'Thriller']",,5.5,3.0,40.0
All the Little Animals,1999,"['Adventure', 'Drama', 'Thriller']",,7.8,,77.0
All the Money in the World,2017,"['Biography', 'Crime', 'Drama']",6.8,6.3,,65.0
All the President's Men,1976,"['Drama', 'History', 'Thriller']",7.9,8.3,4.0,92.0
All the Pretty Horses,2000,"['Drama', 'Romance', 'Western']",,6.9,2.5,42.0
All the Real Girls,2003,"['Drama', 'Romance']",,6.7,4.2,77.0
All the Right Moves,1983,"['Drama', 'Sport', 'Romance']",,1.7,2.2,39.0
"All This, and Heaven Too",1940,"['Drama', 'Romance']",,,4.0,85.0
Allan Quatermain and the Lost City of Gold,1986,"['Action', 'Adventure', 'Comedy']",,,1.8,20.0
Allied,2016,"['Action', 'Drama', 'Romance']",7.1,6.7,,63.0
Allure,2018,"['Drama', 'Thriller', 'Romance']",,5.4,,43.0
Almost Christmas,2016,"['Drama', 'Comedy']",,5.1,,64.0
Almost Famous,2000,"['Adventure', 'Comedy', 'Drama']",7.9,6.8,3.9,92.0
Almost Heroes,1998,"['Adventure', 'Comedy', 'Western']",,,2.0,64.0
Aloha,2015,"['Comedy', 'Drama', 'Romance']",5.4,4.3,0.5,28.0
Alone in Berlin,2017,['Drama'],,6.4,,50.0
Alone in the Dark,2005,"['Action', 'Fantasy', 'Horror']",,1.6,0.5,11.0
Alone with Her,2007,"['Drama', 'Thriller', 'Crime']",,6.4,,46.0
Along Came a Spider,2001,"['Drama', 'Thriller']",6.4,6.4,3.1,53.0
Along Came Polly,2004,"['Comedy', 'Romance']",6.0,5.0,3.0,47.0
Alpha,2018,"['Action', 'Adventure', 'Drama']",6.6,6.6,4.5,70.0
Alpha and Omega,2010,"['Adventure', 'Comedy', 'Animation', 'Family']",,5.5,,41.0
Alpha Dog,2007,"['Drama', 'Crime']",,6.1,3.1,67.0
"Alphaville (Alphaville, une étrange aventure de Lemmy Caution)",1965,"['Drama', 'Mystery', 'Romance', 'Sci-Fi', 'Thriller']",,,4.1,81.0
Alps,2012,['Drama'],,6.4,,50.0
Altered States,1980,"['Sci-Fi', 'Thriller', 'Horror']",,7.7,3.6,71.0
Alvin and the Chipmunks,2007,"['Adventure', 'Comedy', 'Family']",5.2,5.3,1.5,64.0
Alvin and the Chipmunks: Chipwrecked,2011,"['Comedy', 'Animation', 'Family']",,3.8,1.0,51.0
Alvin and the Chipmunks: The Road Chip,2015,"['Adventure', 'Fantasy', 'Comedy', 'Music', 'Animation', 'Family']",,3.7,,51.0
Alvin and the Chipmunks: The Squeakquel,2009,"['Adventure', 'Comedy', 'Family']",4.5,4.3,2.7,49.0
Always,1989,"['Drama', 'Fantasy', 'Romance']",,6.5,2.8,60.0
Always Be My Maybe,2019,"['Comedy', 'Romance']",,6.8,,80.0
Always Shine,2016,['Thriller'],,6.1,,52.0
Amadeus,1984,"['Biography', 'Drama', 'Music']",8.4,,4.2,95.0
Amanda Knox,2016,"['Crime', 'Documentary']",,7.2,3.5,
Amarcord,1973,"['Comedy', 'Drama']",,,4.0,90.0
Amazing Grace,2006,"['Biography', 'Drama', 'History', 'Romance']",,8.1,3.0,85.0
Amazing Grace,2018,['Documentary'],,8.0,,81.0
Amelia,2009,"['Adventure', 'Biography', 'Drama', 'Romance']",,5.8,,31.0
Amen.,2002,['Drama'],,,3.8,82.0
Amer,2009,"['Drama', 'Horror']",,,0.5,54.0
America's Sweethearts,2001,"['Comedy', 'Romance']",5.7,5.8,2.6,40.0
America the Beautiful,2008,['Documentary'],,5.0,,66.0
American Animals,2018,"['Drama', 'Crime']",,7.9,,81.0
American Assassin,2017,"['Action', 'Thriller']",6.2,5.8,,60.0
American Beauty,1999,['Drama'],8.3,8.9,4.1,93.0
American Buffalo,1996,"['Crime', 'Drama']",,,1.5,46.0
American Dreamz,2006,"['Comedy', 'Music']",,4.5,3.0,31.0
American Fable,2017,['Thriller'],,5.7,2.5,40.0
American Factory,2019,['Documentary'],,7.8,,80.0
American Flyers,1985,['Drama'],,,3.5,0.0
American Gangster,2007,"['Biography', 'Crime', 'Drama']",7.8,7.5,3.9,87.0
American Gigolo,1980,['Drama'],,,2.7,51.0
American Graffiti,1973,"['Comedy', 'Drama']",7.4,8.1,3.8,84.0
American Grindhouse,2010,['Documentary'],,,4.0,71.0
American Gun,2006,['Drama'],,6.4,,43.0
American Hardcore,2006,"['Music', 'Documentary']",,8.0,3.5,78.0
American Heist,2015,['Action'],,,1.5,18.0
American History X,1998,"['Crime', 'Drama']",8.5,8.8,4.2,96.0
American Honey,2016,"['Drama', 'Comedy']",,7.1,,63.0
American Hustle,2013,"['Crime', 'Drama']",7.2,7.3,3.2,74.0
American Made,2017,"['Action', 'Comedy', 'Crime']",7.1,6.9,4.5,78.0
American Mary,2013,"['Thriller', 'Horror']",,8.3,,52.0
American Me,1992,"['Biography', 'Drama', 'Romance', 'Crime']",,6.0,2.5,90.0
American Movie,1999,['Documentary'],,8.1,3.8,90.0
American Outlaws,2001,"['Action', 'Western']",,6.3,2.1,68.0
American Pastoral,2016,"['Drama', 'Crime']",,6.0,,30.0
American Pie,1999,['Comedy'],7.0,4.4,3.4,61.0
American Pie 2,2001,['Comedy'],6.4,5.4,3.1,68.0
American Pie Presents: Band Camp (American Pie 4: Band Camp),2005,['Comedy'],,,2.1,50.0
American Pop,1981,"['Animation', 'Musical']",,,3.5,80.0
American Psycho,2000,"['Crime', 'Drama', 'Horror']",7.6,8.7,3.8,85.0
American Psycho II: All American Girl,2002,"['Comedy', 'Crime', 'Horror', 'Mystery', 'Thriller']",,,2.5,18.0
American Reunion,2012,['Comedy'],6.7,6.9,2.6,63.0
American Sniper,2014,"['Action', 'Biography', 'Drama']",7.3,6.6,3.8,84.0
American Splendor,2003,"['Biography', 'Drama', 'Comedy']",,8.0,3.8,86.0
American Swing,2009,['Documentary'],,8.3,,49.0
American Teen,2008,['Documentary'],,7.3,,59.0
American Ultra,2015,"['Action', 'Comedy']",6.1,6.2,2.7,45.0
American Violet,2009,['Drama'],,8.3,,79.0
American Wedding,2003,['Comedy'],6.3,6.7,3.1,63.0
Amira & Sam,2015,"['Drama', 'Comedy', 'Romance']",,7.5,,69.0
Amistad,1997,"['Biography', 'Drama', 'History']",7.3,7.3,3.5,79.0
Amityville 1992: It's About Time,1992,['Horror'],,,1.5,22.0
Amityville II: The Possession,1982,['Horror'],,,1.1,35.0
Amnesiac,2015,"['Drama', 'Mystery', 'Thriller', 'Horror']",,3.3,,14.0
Amores Perros,2000,"['Drama', 'Thriller']",8.1,5.1,3.9,94.0
Amos & Andrew,1993,['Comedy'],,,1.5,31.0
Amour,2012,['Drama'],7.9,8.1,,82.0
Amour Fou,2015,"['Drama', 'Comedy']",,7.4,,49.0
Amreeka,2009,['Drama'],,8.0,,76.0
Amu,2006,['Drama'],,5.4,,76.0
Amy,2015,"['Biography', 'Music', 'Documentary']",,8.3,3.5,87.0
Amélie,2001,"['Comedy', 'Romance']",8.3,7.5,,95.0
An Acceptable Loss,2019,"['Drama', 'Thriller']",,4.0,,71.0
An American Affair,2009,['Drama'],,8.0,,41.0
An American Carol,2008,"['Fantasy', 'Comedy']",,5.6,,47.0
An American Haunting,2006,"['Mystery', 'Thriller', 'Horror']",,4.9,,36.0
An American Rhapsody,2001,['Drama'],,8.3,,66.0
An American Tail,1986,"['Drama', 'Comedy', 'Animation', 'Family', 'Musical']",,7.9,,71.0
An American Werewolf in London,1981,"['Comedy', 'Horror']",7.5,,,85.0
An Education,2009,['Drama'],7.3,7.8,,80.0
An Evening with Beverly Luff Linn,2018,"['Comedy', 'Crime']",,7.6,,48.0
An Ideal Husband,1999,"['Comedy', 'Romance']",,7.9,,69.0
An Inconvenient Sequel: Truth to Power,2017,['Documentary'],,6.1,,50.0
An Inconvenient Truth,2006,"['Documentary', 'News']",7.4,8.1,,79.0
An Invisible Sign,2011,['Drama'],,4.3,,33.0
An Officer and a Gentleman,1982,"['Drama', 'Romance']",7.0,7.9,,81.0
An Unfinished Life,2005,['Drama'],,7.3,,67.0
An Unreasonable Man,2007,"['Biography', 'Documentary']",,8.1,,87.0
Anaconda,1997,"['Action', 'Adventure', 'Horror']",4.9,6.0,1.9,24.0
Anacondas: The Hunt for the Blood Orchid,2004,"['Action', 'Adventure', 'Thriller', 'Horror']",,4.9,1.8,27.0
Analyze That,2002,"['Comedy', 'Crime']",5.9,5.1,2.6,39.0
Analyze This,1999,"['Comedy', 'Crime']",6.7,8.7,3.1,62.0
Anastasia,1956,['Drama'],,,3.5,78.0
Anastasia,1997,"['Adventure', 'Animation', 'Drama']",7.1,7.9,3.4,77.0
Anatomy of a Murder,1959,"['Drama', 'Mystery']",,,4.0,90.0
Anchorman 2: The Legend Continues,2013,['Comedy'],6.3,6.3,3.4,52.0
Anchorman: The Legend of Ron Burgundy,2004,['Comedy'],7.1,7.9,3.8,86.0
Anchors Aweigh,1945,"['Comedy', 'Musical']",,,3.2,79.0
And Everything Is Going Fine,2010,['Documentary'],,8.0,,71.0
...And Justice for All,1979,"['Drama', 'Thriller']",,,3.2,80.0
And Now... Ladies and Gentlemen...,2002,"['Drama', 'Thriller', 'Romance']",,6.8,4.0,56.0
And So It Goes,2014,"['Drama', 'Comedy', 'Romance']",,6.1,2.0,40.0
And the Band Played On,1993,['Drama'],,,3.2,88.0
And Then There Were None,1945,"['Crime', 'Mystery']",,,3.6,77.0
Anesthesia,2016,"['Drama', 'Thriller']",,6.3,,50.0
Angel-A,2005,"['Comedy', 'Drama', 'Fantasy', 'Romance']",,,3.5,74.0
Angel Eyes,2001,"['Drama', 'Thriller', 'Romance']",,4.0,1.6,46.0
Angel Has Fallen,2019,"['Action', 'Thriller']",6.4,7.1,,93.0
Angel Heart,1987,"['Horror', 'Mystery', 'Thriller']",7.2,7.9,3.0,81.0
Angel of Mine,2019,"['Drama', 'Mystery', 'Thriller']",,5.8,,88.0
Angela's Ashes,1999,['Drama'],,7.0,3.3,81.0
Angels Crest,2011,['Drama'],,5.4,,38.0
Angels & Demons,2009,"['Action', 'Mystery', 'Thriller']",6.7,6.2,3.3,57.0
Angels in the Outfield,1994,"['Sport', 'Fantasy', 'Comedy', 'Family']",,4.4,2.3,
Angels with Dirty Faces,1938,"['Crime', 'Drama', 'Film-Noir', 'Thriller']",,,3.8,92.0
Anger Management,2003,['Comedy'],6.2,8.8,3.1,60.0
Angie,1994,"['Comedy', 'Drama', 'Romance']",,,2.0,32.0
Angus,1995,['Comedy'],,,3.2,68.0
"Angus, Thongs and Perfect Snogging",2008,"['Comedy', 'Romance']",,,2.5,71.0
Aniara,2019,"['Sci-Fi', 'Drama']",,8.2,,59.0
Animal Factory,2000,"['Drama', 'Crime']",,7.3,2.5,58.0
Animal Farm,1954,"['Animation', 'Drama']",,,1.0,66.0
Animal House,1978,"['Comedy', 'Romance']",,7.7,3.7,
Animal Kingdom,2010,"['Drama', 'Crime']",,7.8,,83.0
Anita O'Day: The Life of a Jazz Singer,2007,"['Music', 'Documentary']",,7.6,,76.0
Anna,2014,"['Drama', 'Thriller']",,6.5,,38.0
Anna,2019,"['Action', 'Thriller']",,6.5,,81.0
Anna and the Apocalypse,2018,"['Fantasy', 'Horror', 'Comedy', 'Musical']",,5.9,,61.0
Anna and the King,1999,"['Drama', 'History', 'Comedy', 'Romance']",,6.8,3.7,64.0
Anna Karenina,1935,"['Drama', 'Romance']",,,3.5,69.0
Anna Karenina,1997,"['Drama', 'Romance']",,,4.0,66.0
Anna Karenina,2012,"['Drama', 'Romance']",6.6,6.5,3.0,50.0
Annabelle,2014,"['Horror', 'Mystery', 'Thriller']",5.4,5.0,3.0,36.0
Annabelle Comes Home,2019,"['Horror', 'Mystery', 'Thriller']",5.9,6.3,,70.0
Annabelle: Creation,2017,"['Horror', 'Mystery', 'Thriller']",6.5,6.7,4.0,67.0
Annapolis,2006,"['Drama', 'Sport', 'Romance']",,4.9,2.8,60.0
Anne Frank Remembered,1995,['Documentary'],,,3.9,83.0
Anne of the Thousand Days,1969,['Drama'],,,4.0,83.0
Annie,1982,"['Family', 'Musical']",,6.5,3.1,69.0
Annie,2014,"['Drama', 'Comedy', 'Family', 'Musical']",,5.2,,59.0
Annie Hall,1977,"['Comedy', 'Romance']",8.0,8.1,3.9,92.0
Annihilation,2018,"['Adventure', 'Drama', 'Horror']",6.8,7.1,3.8,66.0
Anomalisa,2015,"['Animation', 'Comedy', 'Drama']",7.3,7.4,3.2,71.0
Anon,2018,"['Sci-Fi', 'Thriller']",,5.9,,35.0
Anonymous,2011,['Drama'],,6.1,,53.0
Another 48 Hrs.,1990,"['Action', 'Drama', 'Thriller', 'Comedy', 'Crime']",,5.0,3.0,35.0
Another Earth,2011,"['Drama', 'Mystery', 'Romance']",6.9,6.3,4.5,66.0
Another Gay Movie,2006,['Comedy'],,6.3,3.5,62.0
Another Happy Day,2011,['Drama'],,7.7,,44.0
Another Stakeout,1993,"['Comedy', 'Thriller']",,,2.5,28.0
Another Thin Man,1939,"['Comedy', 'Crime', 'Drama', 'Mystery', 'Romance']",,,3.5,85.0
Another Woman,1988,['Drama'],,,4.5,75.0
Another Year,2010,"['Drama', 'Comedy']",,7.4,,74.0
Answers to Nothing,2011,"['Drama', 'Mystery']",,2.9,,36.0
Ant-Man,2015,"['Action', 'Comedy', 'Sci-Fi']",7.3,8.1,3.7,86.0
Ant-Man and the Wasp,2018,"['Action', 'Adventure', 'Comedy']",7.0,7.1,3.7,75.0
Anthropoid,2016,"['Biography', 'History', 'Thriller', 'War']",,7.3,,71.0
Antibirth,2016,['Horror'],,4.0,,33.0
Antichrist,2009,"['Drama', 'Horror', 'Thriller']",6.5,7.3,3.8,55.0
Antitrust,2001,"['Drama', 'Thriller']",,8.8,3.6,50.0
Antiviral,2013,"['Sci-Fi', 'Thriller', 'Horror']",,5.6,,40.0
Anton Chekhov's The Duel,2010,['Drama'],,6.8,,66.0
Antonio Gaudí,1985,['Documentary'],,,4.0,75.0
Antwone Fisher,2002,"['Biography', 'Drama', 'Romance']",,8.1,3.6,86.0
Antz,1998,"['Adventure', 'Animation', 'Comedy']",6.5,8.0,3.2,52.0
Anvil! The Story of Anvil,2008,"['Biography', 'Music', 'Documentary']",,8.3,3.8,91.0
Any Day Now,2012,['Drama'],,8.2,,76.0
Any Given Sunday,1999,"['Drama', 'Sport']",6.9,6.1,3.0,73.0
Any Which Way You Can,1980,['Comedy'],,,2.0,45.0
Anything Else,2003,"['Comedy', 'Romance']",,6.3,2.8,44.0
Anywhere But Here,1999,"['Comedy', 'Drama']",,,2.5,55.0
Apocalypse Now,1979,"['Drama', 'Mystery', 'War']",8.4,8.8,4.2,94.0
Apocalypse Now Redux,2001,"['Action', 'Drama', 'War']",,9.1,,91.0
Apocalypto,2006,"['Action', 'Adventure', 'Drama']",7.8,7.5,3.6,79.0
Apollo 11,2019,"['History', 'Documentary']",,8.3,,90.0
Apollo 13,1995,"['Adventure', 'Drama', 'History']",7.7,8.0,3.8,87.0
Apollo 18,2011,"['Horror', 'Mystery', 'Sci-Fi']",5.2,4.8,2.0,23.0
Apostle,2018,"['Drama', 'Mystery', 'Thriller', 'Fantasy', 'Horror']",,6.3,,54.0
Appaloosa,2008,"['Action', 'Crime', 'Drama']",6.7,5.9,3.0,55.0
Appleseed,2004,"['Action', 'Sci-Fi', 'Animation']",,6.9,3.8,
Approaching the Unknown,2016,"['Sci-Fi', 'Drama', 'Thriller']",,3.0,,14.0
April and the Extraordinary World,2016,"['Adventure', 'Mystery', 'Thriller', 'Comedy', 'Animation']",,7.3,,77.0
April Fool's Day,1986,['Horror'],,,1.5,47.0
Apt Pupil,1998,"['Drama', 'Thriller']",,6.6,3.0,56.0
Aqua Teen Hunger Force Colon Movie Film for Theaters,2007,"['Action', 'Adventure', 'Sci-Fi', 'Fantasy', 'Comedy', 'Animation']",,7.4,3.0,68.0
Aquaman,2018,"['Action', 'Adventure', 'Fantasy']",6.8,7.0,,
Aquamarine,2006,"['Fantasy', 'Comedy', 'Romance', 'Family']",,7.9,2.0,61.0
Arachnophobia,1990,"['Comedy', 'Horror', 'Thriller']",6.5,7.2,2.8,54.0
Ararat,2002,"['Drama', 'War']",,7.7,4.5,
Arbitrage,2012,"['Drama', 'Thriller']",6.6,6.9,,62.0
Arctic,2018,"['Adventure', 'Drama']",6.8,6.8,,78.0
Arctic Tale,2007,"['Family', 'Documentary']",,8.2,,61.0
Are We Done Yet?,2007,"['Drama', 'Comedy', 'Family']",,3.9,1.5,31.0
Are We There Yet?,2005,"['Adventure', 'Drama', 'Comedy', 'Romance', 'Family']",,4.1,0.5,45.0
Are You Here,2014,['Comedy'],,5.8,,22.0
Argo,2012,"['Biography', 'Drama', 'Thriller']",7.7,7.7,4.0,90.0
Aristide and the Endless Revolution,2005,['Documentary'],,8.1,,84.0
Arizona,2018,"['Thriller', 'Comedy']",,8.0,,43.0
Arizona Dream,1993,"['Comedy', 'Drama', 'Fantasy', 'Romance']",,,4.2,86.0
Arlington Road,1999,"['Action', 'Crime', 'Drama']",7.2,8.6,3.3,74.0
Armadillo,2011,"['War', 'Documentary']",,7.3,,81.0
Armageddon,1998,"['Action', 'Adventure', 'Sci-Fi']",6.7,6.2,3.1,73.0
Armed and Dangerous,1986,"['Comedy', 'Crime']",,,2.8,39.0
Armored,2009,"['Action', 'Drama', 'Thriller']",,7.3,,31.0
Armstrong,2019,"['Biography', 'Documentary']",,7.3,,77.0
Army of Darkness,1992,"['Comedy', 'Horror']",7.4,8.3,4.0,87.0
Army of Shadows (L'armée des ombres),1969,"['Action', 'Drama', 'Thriller', 'War']",,,4.5,94.0
Around the Bend,2004,['Drama'],,8.1,,61.0
Around the World in 80 Days,1956,"['Adventure', 'Comedy']",,,3.6,57.0
Around the World in 80 Days,2004,"['Action', 'Adventure', 'Comedy']",5.8,5.9,2.5,34.0
Arrival,2016,"['Drama', 'Mystery', 'Sci-Fi']",7.9,8.1,4.0,82.0
Arsenic and Old Lace,1944,"['Comedy', 'Mystery', 'Thriller']",,,3.9,92.0
Art and Craft,2014,['Documentary'],,7.8,,74.0
Art & Copy,2009,['Documentary'],,6.5,,65.0
Art School Confidential,2006,"['Drama', 'Comedy']",,6.2,3.3,48.0
Arthur,1981,"['Comedy', 'Romance']",,8.0,2.8,77.0
Arthur,2011,"['Comedy', 'Romance']",5.7,5.0,3.0,44.0
Arthur 2: On the Rocks,1988,"['Comedy', 'Romance']",,,1.5,31.0
Arthur and the Invisibles,2006,"['Adventure', 'Fantasy', 'Family']",,6.2,,56.0
Arthur Christmas,2011,"['Adventure', 'Animation', 'Comedy']",7.1,7.5,0.5,76.0
Arthur Newman,2013,"['Drama', 'Comedy']",,7.4,,25.0
"As Above, So Below",2014,"['Horror', 'Mystery', 'Thriller']",6.2,6.4,3.0,40.0
As Good as It Gets,1997,"['Comedy', 'Drama', 'Romance']",7.7,8.7,3.7,86.0
As I Lay Dying,2013,['Drama'],,6.5,,36.0
As You Like It,2006,"['Comedy', 'Drama', 'Romance']",,,3.0,49.0
