norm_title,year_cluster,rating_imdb,rating_metacritic,rating_movielens,rating_rt_audience,title,release_year,genres_any
84 charing cross road,1,,,4.5,81.0,84 Charing Cross Road,1987,"['Drama', 'Romance']"
88 minutes,1,5.9,4.9,,44.0,88 Minutes,2007,"['Crime', 'Drama', 'Mystery']"
8mm,1,6.6,3.4,2.9,52.0,8MM,1999,"['Crime', 'Drama', 'Mystery']"
9,1,7.0,7.2,3.6,56.0,9,2009,"['Action', 'Adventure', 'Animation']"
9 1 2 weeks,1,,,2.7,56.0,9 1/2 Weeks (Nine 1/2 Weeks),1986,"['Drama', 'Romance']"
9 11,1,,,5.0,,9/11,2002,['Documentary']
9 11,2,,,,43.0,9/11,2017,['Drama']
9 99,1,,6.6,,55.0,$9.99,2008,"['Drama', 'Animation']"
9 dead gay guys,1,,7.7,,61.0,9 Dead Gay Guys,2002,"['Comedy', 'Crime']"
9 full moons,1,,,,71.0,9 Full Moons,2014,"['Drama', 'Romance']"
9 songs,1,,5.3,,,9 Songs,2005,"['Drama', 'Romance', 'Music']"
9 to 5,1,,,,74.0,9 to 5,1980,"['Classics', 'Comedy']"
90 minutes in heaven,1,,2.8,,50.0,90 Minutes in Heaven,2015,['Drama']
95 miles to go,1,,,,60.0,95 Miles to Go,2004,"['Comedy', 'Documentary']"
9500 liberty,1,,,,82.0,9500 Liberty,2010,"['Documentary', 'Drama', 'Special Interest']"
96 minutes,1,,7.4,,,96 Minutes,2012,"['Drama', 'Thriller']"
96 souls,1,,,,95.0,96 Souls,2017,"['Drama', 'Science Fiction & Fantasy']"
964 pinocchio,1,,,1.0,,964 Pinocchio,1991,"['Horror', 'Sci-Fi']"
976 evil,1,,,,28.0,976-EVIL,1989,['Horror']
99 francs,1,,,4.0,,99 francs,2007,['Comedy']
99 homes,1,,7.8,,78.0,99 Homes,2015,"['Drama', 'Thriller']"
9to5 days in porn,1,,,3.5,,9to5: Days in Porn (a.k.a. 9 to 5: Days in Porn),2008,['Documentary']
a bad moms christmas,1,5.6,4.5,3.5,44.0,A Bad Moms Christmas,2017,['Comedy']
a bag of hammers,1,,6.8,,66.0,A Bag of Hammers,2012,"['Drama', 'Comedy']"
a bag of marbles,1,,5.5,,,A Bag of Marbles,2018,['Drama']
a band called death,1,,6.6,,85.0,A Band Called Death,2013,['Documentary']
a beautiful day in the neighborhood,1,7.2,,,,A Beautiful Day in the Neighborhood,2019,"['Biography', 'Drama']"
a beautiful life,1,,1.7,,24.0,A Beautiful Life,2009,['Drama']
a beautiful mind,1,8.2,8.1,,93.0,A Beautiful Mind,2001,"['Biography', 'Drama']"
a beginner s guide to endings,1,,,,48.0,A Beginner's Guide To Endings,,"['Comedy', 'Drama']"
a better life,1,,7.4,,79.0,A Better Life,2011,['Drama']
a better tomorrow,1,,,,90.0,A Better Tomorrow,2010,"['Action & Adventure', 'Art House & International', 'Drama', 'Mystery & Suspense']"
a bigger splash,1,,,,42.0,A Bigger Splash,1974,"['Documentary', 'Drama']"
a bigger splash,2,,6.8,,58.0,A Bigger Splash,2016,"['Drama', 'Mystery', 'Crime']"
a bird of the air,1,,,,58.0,A Bird of the Air,2011,"['Comedy', 'Drama', 'Romance']"
a birder s guide to everything,1,,5.6,,68.0,A Birder's Guide to Everything,2014,['Comedy']
a bittersweet life,1,,,,90.0,A Bittersweet Life (Dalkomhan insaeng),2005,"['Action & Adventure', 'Art House & International', 'Drama']"
a bottle in the gaza sea,1,,,,73.0,A Bottle in the Gaza Sea,2013,['Drama']
a boy and his dog,1,,,,63.0,A Boy and His Dog,1975,"['Comedy', 'Cult Movies', 'Drama', 'Mystery & Suspense', 'Science Fiction & Fantasy']"
a boy called po,1,,,,80.0,A Boy Called Po,2017,['Drama']
a boy called sailboat,1,,,,77.0,A Boy Called Sailboat,,['Drama']
a boy named charlie brown,1,,,,86.0,A Boy Named Charlie Brown,1969,"['Animation', 'Kids & Family']"
a brave heart the lizzie velasquez story,1,,5.9,,,A Brave Heart: The Lizzie Velasquez Story,2015,"['Biography', 'Family', 'Documentary']"
a bread factory part one for the sake of gold,1,,,,62.0,"A Bread Factory, Part One: For the Sake of Gold",2018,"['Comedy', 'Drama']"
a bread factory part two walk with me while,1,,,,56.0,"A Bread Factory, Part Two: Walk with Me a While",2018,"['Drama', 'Musical & Performing Arts']"
a breath away,1,,,,44.0,A Breath Away (Dans la brume),2019,"['Art House & International', 'Science Fiction & Fantasy']"
a bridge too far,1,7.4,,,86.0,A Bridge Too Far,1977,"['Drama', 'History', 'War']"
a brief history of time,1,,,,81.0,A Brief History of Time,1992,"['Documentary', 'Special Interest']"
a brighter summer day,1,,,,94.0,A Brighter Summer Day,2011,"['Art House & International', 'Drama']"
a brilliant young mind,1,,6.6,,77.0,A Brilliant Young Mind,2015,"['Drama', 'Comedy']"
a bronx tale,1,7.8,8.7,,93.0,A Bronx Tale,1993,"['Crime', 'Drama']"
a brony tale,1,,,,71.0,A Brony Tale,2014,"['Comedy', 'Documentary', 'Drama', 'Special Interest']"
a brother s kiss,1,,,,66.0,A Brother's Kiss,1996,['Drama']
a bucket of blood,1,,,,68.0,A Bucket of Blood,1959,"['Comedy', 'Horror', 'Mystery & Suspense']"
a bug s life,1,7.2,7.8,,73.0,A Bug's Life,1998,"['Adventure', 'Animation', 'Comedy']"
a burning hot summer,1,,,,22.0,A Burning Hot Summer,2012,['Drama']
a c o d,1,,5.6,,28.0,A.C.O.D.,2013,['Comedy']
a canterbury tale,1,,,,81.0,A Canterbury Tale,1949,"['Classics', 'Comedy', 'Drama']"
a case of you,1,,4.9,,26.0,A Case of You,2013,"['Comedy', 'Romance']"
a cat in paris,1,,7.0,,72.0,A Cat in Paris,2012,"['Comedy', 'Crime', 'Animation', 'Family']"
a charlie brown christmas,1,,,,0.0,A Charlie Brown Christmas,1965,"['Animation', 'Comedy', 'Kids & Family']"
a charlie brown thanksgiving,1,,,,75.0,A Charlie Brown Thanksgiving,2003,"['Animation', 'Drama', 'Kids & Family']"
a chorus line,1,,6.8,,62.0,A Chorus Line,1985,"['Drama', 'Comedy', 'Musical']"
a christmas carol,1,,,,74.0,A Christmas Carol,1938,"['Classics', 'Drama', 'Kids & Family', 'Science Fiction & Fantasy']"
a christmas carol,2,6.8,7.1,,,A Christmas Carol,2009,"['Adventure', 'Animation', 'Comedy']"
a christmas prince,1,,,,47.0,A Christmas Prince,2017,"['Comedy', 'Drama', 'Romance']"
a christmas prince the royal baby,1,,,,31.0,A Christmas Prince: The Royal Baby,,"['Drama', 'Kids & Family', 'Romance']"
a christmas prince the royal wedding,1,,,,32.0,A Christmas Prince: The Royal Wedding,2018,['Romance']
a christmas story,1,7.9,8.7,,88.0,A Christmas Story,1983,"['Comedy', 'Family']"
a christmas story live,1,,,2.0,,A Christmas Story Live!,2017,[]
a christmas tale,1,,7.0,,,A Christmas Tale,2008,"['Drama', 'Comedy']"
a ciambra,1,,8.8,,76.0,A Ciambra,2018,['Drama']
a cinderella story,1,5.9,6.6,,53.0,A Cinderella Story,2004,"['Comedy', 'Family', 'Romance']"
a civil action,1,,7.8,,55.0,A Civil Action,1998,['Drama']
a clear shot,1,,,,0.0,A Clear Shot,,"['Drama', 'Mystery & Suspense']"
a clockwork orange,1,8.3,8.0,,93.0,A Clockwork Orange,1971,"['Crime', 'Sci-Fi']"
a coffee in berlin,1,,6.0,,74.0,A Coffee In Berlin,2014,['Drama']
a complete history of my sexual failures,1,,,,56.0,A Complete History of My Sexual Failures,,"['Comedy', 'Documentary', 'Special Interest']"
a conspiracy of faith,1,,,,65.0,A Conspiracy of Faith (Flaskepost fra P),2016,"['Art House & International', 'Drama', 'Mystery & Suspense']"
a cool dry place,1,,,,59.0,A Cool Dry Place,1998,['Drama']
a cop,1,,,,69.0,A Cop (Un Flic),2013,"['Art House & International', 'Drama']"
a cosmic christmas,1,,,4.0,,A Cosmic Christmas,1977,[]
a country called home,1,,5.0,,48.0,A Country Called Home,2016,['Drama']
a crooked somebody,1,,,,64.0,A Crooked Somebody,2018,"['Drama', 'Mystery & Suspense']"
a crude awakening the oil crash,1,,,,84.0,A Crude Awakening: The Oil Crash,2007,"['Documentary', 'Special Interest']"
a cure for wellness,1,6.4,7.1,,41.0,A Cure for Wellness,2016,"['Drama', 'Fantasy', 'Horror']"
a dangerous method,1,,6.4,,50.0,A Dangerous Method,2011,"['Drama', 'Thriller']"
a dangerous woman,1,,,,31.0,A Dangerous Woman,1993,"['Drama', 'Mystery & Suspense', 'Romance']"
a dark place,1,,4.1,,,A Dark Place,2019,"['Mystery', 'Thriller']"
a dark song,1,,,,60.0,A Dark Song,2017,"['Drama', 'Horror']"
a date with judy,1,,,,51.0,A Date with Judy,1948,"['Classics', 'Comedy', 'Musical & Performing Arts']"
a day at the races,1,,,,89.0,A Day at the Races,1937,"['Classics', 'Comedy', 'Musical & Performing Arts']"
a day without mexican,1,,3.9,,,A Day Without a Mexican,2004,"['Drama', 'Mystery', 'Fantasy', 'Comedy']"
a detective story,1,,,5.0,,A Detective Story,2003,"['Animation', 'Sci-Fi']"
a dirty shame,1,,5.2,,51.0,A Dirty Shame,2004,['Comedy']
a distant trumpet,1,,,,44.0,A Distant Trumpet,,['Western']
a dog of flanders,1,,,,63.0,A Dog of Flanders,1999,"['Drama', 'Kids & Family']"
a dog s journey,1,,7.6,,91.0,A Dog's Journey,2019,"['Adventure', 'Drama', 'Fantasy', 'Comedy', 'Family']"
a dog s purpose,1,7.2,6.1,4.5,73.0,A Dog's Purpose,2017,"['Adventure', 'Comedy', 'Drama']"
a dog s way home,1,,6.1,,71.0,A Dog's Way Home,2019,"['Adventure', 'Drama', 'Family']"
a dry white season,1,,6.8,,,A Dry White Season,1989,"['Drama', 'Thriller']"
a face in the crowd,1,,,,94.0,A Face in the Crowd,1957,"['Classics', 'Drama']"
a family man,1,,5.3,,,A Family Man,2017,['Drama']
a family thing,1,,7.8,,71.0,A Family Thing,1996,"['Drama', 'Comedy']"
a fantastic fear of everything,1,,4.8,,35.0,A Fantastic Fear of Everything,2014,['Comedy']
a fantastic woman,1,,7.0,,78.0,A Fantastic Woman,2017,['Drama']
a farewell to arms,1,,,,53.0,A Farewell to Arms,1932,"['Drama', 'Romance']"
a farewell to arms,2,,,,37.0,A Farewell To Arms,1957,"['Classics', 'Drama', 'Romance']"
a farewell to fools,1,,,,23.0,A Farewell to Fools,2014,"['Comedy', 'Drama']"
a few best men,1,,,,36.0,A Few Best Men,,['Comedy']
a few good men,1,7.7,7.9,,89.0,A Few Good Men,1992,"['Drama', 'Thriller']"
a field in england,1,,7.1,,58.0,A Field in England,2014,"['Drama', 'History', 'Thriller', 'Horror']"
a fierce green fire,1,,,,62.0,A Fierce Green Fire,2013,"['Documentary', 'Special Interest']"
a film unfinished,1,,7.0,,86.0,A Film Unfinished,2010,"['Drama', 'History', 'Documentary']"
a film with me in it,1,,,,60.0,A Film with Me in It,2008,"['Comedy', 'Mystery & Suspense']"
a fine madness,1,,,,33.0,A Fine Madness,1966,"['Classics', 'Comedy', 'Drama']"
a fine mess,1,,,,34.0,A Fine Mess,1986,"['Action & Adventure', 'Comedy', 'Drama', 'Mystery & Suspense', 'Romance']"
a fish called wanda,1,7.5,8.5,,84.0,A Fish Called Wanda,1988,"['Comedy', 'Crime']"
a fistful of dollars,1,,,,91.0,A Fistful of Dollars (Per un Pugno di Dollari),1964,"['Action & Adventure', 'Art House & International', 'Classics', 'Western']"
a fistful of dollars,2,,8.4,,,A Fistful of Dollars,,['Western']
a five star life,1,,,,48.0,A Five Star Life,2014,"['Art House & International', 'Drama', 'Romance']"
a flintstones christmas carol,1,,,5.0,,A Flintstones Christmas Carol,1994,"['Animation', 'Children', 'Comedy']"
a fond kiss,1,,,,76.0,A Fond Kiss,2004,"['Drama', 'Romance']"
a fool there was,1,,,,53.0,A Fool There Was,1915,"['Classics', 'Drama']"
a fortunate man,1,,,,75.0,A Fortunate Man (Lykke-Per),,['Drama']
a four letter word,1,,,,40.0,A Four Letter Word,2008,"['Comedy', 'Romance', 'Gay & Lesbian']"
a funny thing happened on the way to forum,1,,,,78.0,A Funny Thing Happened on the Way to the Forum,1966,"['Art House & International', 'Classics', 'Comedy', 'Musical & Performing Arts']"
a futile and stupid gesture,1,,6.4,,,A Futile and Stupid Gesture,2018,"['Biography', 'Comedy']"
a futile and stupid gesture,2,,,,71.0,A Futile and Stupid Gesture,,['Comedy']
a galaxy far away,1,,,,24.0,"A Galaxy Far, Far Away",2001,"['Cult Movies', 'Documentary', 'Special Interest', 'Television']"
a german life,1,,,3.0,,A German Life,2016,['Documentary']
a ghost story,1,6.8,7.0,,66.0,A Ghost Story,2017,"['Drama', 'Fantasy', 'Mystery']"
a girl and gun,1,,,,44.0,A Girl And A Gun,2013,"['Documentary', 'Special Interest']"
a girl like her,1,,6.3,,,A Girl Like Her,2015,['Drama']
a girl walks home alone at night,1,,7.1,,75.0,A Girl Walks Home Alone at Night,2014,"['Thriller', 'Horror', 'Romance']"
a glimpse inside the mind of charles swan iii,1,,4.7,,26.0,A Glimpse Inside the Mind of Charles Swan III,2013,['Comedy']
a good day to be black sexy,1,,,,51.0,A Good Day to Be Black & Sexy,2008,"['Comedy', 'Drama', 'Romance']"
a good day to die hard,1,5.2,4.5,,40.0,A Good Day to Die Hard,2013,"['Action', 'Thriller']"
a good man in africa,1,,,,27.0,A Good Man in Africa,1994,"['Comedy', 'Drama']"
a good old fashioned orgy,1,,7.6,,41.0,A Good Old Fashioned Orgy,2011,['Comedy']
a good woman,1,,6.5,,49.0,A Good Woman,2006,"['Drama', 'Comedy', 'Romance']"
a good woman is hard to find,1,,,,70.0,A Good Woman Is Hard to Find,2020,"['Drama', 'Mystery & Suspense']"
a good year,1,6.9,6.5,,65.0,A Good Year,2006,"['Comedy', 'Drama', 'Romance']"
a goofy movie,1,6.9,,,70.0,A Goofy Movie,1995,"['Adventure', 'Animation', 'Comedy']"
a gray state,1,,7.2,,59.0,A Gray State,2017,['Documentary']
a great day in harlem,1,,,,71.0,A Great Day in Harlem,1995,"['Documentary', 'Musical & Performing Arts', 'Special Interest']"
a great wall,1,,,,60.0,A Great Wall,1986,"['Art House & International', 'Comedy', 'Drama']"
a guide to recognizing your saints,1,,6.9,,73.0,A Guide to Recognizing Your Saints,2006,"['Drama', 'Crime']"
a guy thing,1,,6.0,,35.0,A Guy Thing,2003,"['Comedy', 'Romance']"
a happening of monumental proportions,1,,5.0,,,A Happening of Monumental Proportions,2018,['Comedy']
a hard day,1,,7.5,,77.0,A Hard Day,2015,"['Action', 'Thriller', 'Crime']"
a hard day s night,1,,,,89.0,A Hard Day's Night,1964,"['Classics', 'Comedy', 'Musical & Performing Arts']"
a haunted house,1,,4.9,,51.0,A Haunted House,2013,"['Horror', 'Comedy']"
a haunted house 2,1,,3.7,,43.0,A Haunted House 2,2014,"['Horror', 'Comedy']"
a haunting in venice,1,6.6,,,,A Haunting in Venice,2023,"['Crime', 'Drama', 'Horror']"
a hijacking,1,,7.3,,76.0,A Hijacking,2013,"['Drama', 'Thriller']"
a history of violence,1,7.4,7.4,,76.0,A History of Violence,2005,"['Action', 'Crime', 'Drama']"
a hole in the head,1,,,,49.0,A Hole in the Head,1959,"['Classics', 'Comedy', 'Drama', 'Musical & Performing Arts']"
a hologram for the king,1,,5.8,,55.0,A Hologram for the King,2016,"['Drama', 'Comedy']"
a home at the end of world,1,,7.7,3.5,67.0,A Home at the End of the World,2004,"['Drama', 'Romance']"
a home of our own,1,,,,73.0,A Home of Our Own,1993,"['Drama', 'Kids & Family']"
a horrible way to die,1,,,,35.0,A Horrible Way to Die,2011,"['Horror', 'Mystery & Suspense']"
a i artificial intelligence,1,7.2,6.7,3.3,64.0,A.I. Artificial Intelligence,2001,"['Drama', 'Sci-Fi']"
a jihad for love,1,,5.3,,70.0,A Jihad for Love,2008,['Documentary']
a k tommy chong,1,,8.0,,80.0,A/k/a Tommy Chong,2006,['Documentary']
a kid in king arthur s court,1,,,,27.0,A Kid in King Arthur's Court,1995,"['Action & Adventure', 'Comedy', 'Kids & Family', 'Science Fiction & Fantasy']"
a kid like jake,1,,5.7,,44.0,A Kid Like Jake,2018,"['Drama', 'Family']"
a kind of murder,1,,5.7,,14.0,A Kind of Murder,2016,"['Drama', 'Thriller']"
a kiss before dying,1,,,,47.0,A Kiss Before Dying,1956,"['Drama', 'Mystery & Suspense']"
a knight s tale,1,6.9,6.9,,79.0,A Knight's Tale,2001,"['Action', 'Adventure', 'Romance']"
a la mala,1,,,,75.0,A La Mala,2015,"['Comedy', 'Romance']"
a land imagined,1,,5.9,,,A Land Imagined,2019,['Mystery']
a late quartet,1,,7.4,,71.0,A Late Quartet,2012,['Drama']
a league of ordinary gentlemen,1,,5.9,,77.0,A League of Ordinary Gentlemen,2005,"['Sport', 'Documentary']"
a league of their own,1,7.3,8.2,,84.0,A League of Their Own,1992,"['Comedy', 'Drama', 'Sport']"
a lego brickumentary,1,,4.9,,,A LEGO Brickumentary,2015,['Documentary']
a letter to momo,1,,5.3,,76.0,A Letter to Momo,2014,"['Drama', 'Fantasy', 'Animation', 'Family']"
a letter to three wives,1,,,,86.0,A Letter to Three Wives,1949,"['Classics', 'Comedy', 'Drama', 'Mystery & Suspense', 'Romance']"
a liar s autobiography the untrue story of monty python graham chapman,1,,,,46.0,A Liar's Autobiography - The Untrue Story of Monty Python's Graham Chapman,2012,"['Animation', 'Art House & International', 'Comedy']"
a life less ordinary,1,,6.0,,59.0,A Life Less Ordinary,1997,"['Drama', 'Fantasy', 'Comedy', 'Romance', 'Crime']"
a little bit of heaven,1,,4.7,,52.0,A Little Bit of Heaven,2012,"['Drama', 'Comedy', 'Romance']"
a little chaos,1,,6.6,,49.0,A Little Chaos,2015,"['Drama', 'Comedy', 'Romance']"
a little help,1,,4.8,,30.0,A Little Help,2011,"['Drama', 'Comedy']"
a little princess,1,,7.6,,88.0,A Little Princess,1995,"['Drama', 'Fantasy', 'Family']"
a little romance,1,,,,85.0,A Little Romance,1979,"['Art House & International', 'Comedy', 'Drama', 'Romance']"
a little trip to heaven,1,,,,42.0,A Little Trip to Heaven,2007,"['Comedy', 'Drama', 'Mystery & Suspense']"
a lonely place to die,1,,,,50.0,A Lonely Place to Die,2011,"['Action & Adventure', 'Mystery & Suspense']"
a long way down,1,,6.3,,40.0,A Long Way Down,2014,"['Drama', 'Comedy']"
a long way from home,1,,,,33.0,A Long Way From Home,2013,['Drama']
a lot like love,1,6.6,7.1,,77.0,A Lot Like Love,2005,"['Comedy', 'Drama', 'Romance']"
a love divided,1,,5.8,,,A Love Divided,2001,"['Biography', 'Romance']"
a love song for bobby long,1,,7.7,,,A Love Song for Bobby Long,2004,['Drama']
a low down dirty shame,1,,,,71.0,A Low Down Dirty Shame,1994,"['Action & Adventure', 'Comedy']"
a man and woman,1,,,,87.0,A Man and a Woman,1966,"['Art House & International', 'Drama', 'Romance']"
a man apart,1,,5.4,,62.0,A Man Apart,2003,"['Action', 'Drama', 'Thriller', 'Crime']"
a man called blade,1,,,3.0,,A Man Called Blade,1977,"['Action', 'Drama', 'Thriller', 'Western']"
a man called horse,1,,,,60.0,A Man Called Horse,1970,"['Action & Adventure', 'Classics', 'Western']"
a man called otto,1,7.5,,,,A Man Called Otto,2022,"['Comedy', 'Drama']"
a man called ove,1,,7.3,,87.0,A Man Called Ove,2016,"['Drama', 'Comedy']"
a man escaped,1,,,,93.0,A Man Escaped (Un condamné à mort s'est échappé ou Le vent souffle où il veut),1957,"['Action & Adventure', 'Art House & International', 'Classics', 'Drama', 'Mystery & Suspense']"
a man for all seasons,1,,,,87.0,A Man for All Seasons,1966,"['Classics', 'Drama']"
a man from boulevard des capucines,1,,,4.0,,A Man from Boulevard des Capucines,1987,"['Comedy', 'Romance', 'Western']"
a man named pearl,1,,8.5,,89.0,A Man Named Pearl,2008,['Documentary']
a man s story,1,,,,41.0,A Man's Story,2012,"['Documentary', 'Special Interest']"
a marine story,1,,,,61.0,A Marine Story,2010,['Drama']
a master builder,1,,,,57.0,A Master Builder,2014,['Documentary']
a merry friggin christmas,1,,5.8,2.0,20.0,A Merry Friggin' Christmas,2014,['Comedy']
a midnight clear,1,,,,79.0,A Midnight Clear,1992,"['Action & Adventure', 'Drama']"
a midsummer night s dream,1,,,,62.0,A Midsummer Night's Dream,1935,"['Classics', 'Comedy', 'Drama', 'Science Fiction & Fantasy', 'Romance']"
a midsummer night s dream,2,,6.4,,,A Midsummer Night's Dream,1999,"['Fantasy', 'Comedy', 'Romance']"
a midsummer night s dream,3,,,4.0,67.0,A Midsummer Night's Dream,2015,[]
a midsummer night s dream,4,,8.6,,,A Midsummer Night's Dream,2018,"['Fantasy', 'Comedy']"
a midsummer night s sex comedy,1,,,,57.0,A Midsummer Night's Sex Comedy,1982,['Comedy']
a mighty heart,1,,7.2,,70.0,A Mighty Heart,2007,"['Biography', 'Drama', 'History', 'Thriller', 'War']"
a mighty wind,1,,7.3,,75.0,A Mighty Wind,2003,"['Comedy', 'Music']"
a million little pieces,1,,,,48.0,A Million Little Pieces,2019,['Drama']
a million ways to die in the west,1,6.1,5.2,3.0,41.0,A Million Ways to Die in the West,2014,"['Comedy', 'Western']"
a monster calls,1,7.4,7.8,,81.0,A Monster Calls,2016,"['Adventure', 'Drama', 'Family']"
a monster in paris,1,,,,65.0,A Monster in Paris,,"['Animation', 'Kids & Family']"
a monster with thousand heads,1,,8.4,,,A Monster with a Thousand Heads,2016,"['Drama', 'Thriller']"
a month by the lake,1,,,,58.0,A Month by the Lake,1995,"['Art House & International', 'Comedy', 'Drama', 'Romance']"
a month of sundays,1,,,,60.0,A Month Of Sundays,,"['Art House & International', 'Comedy']"
a most violent year,1,7.0,7.1,,69.0,A Most Violent Year,2014,"['Action', 'Crime', 'Drama']"
a most wanted man,1,6.7,7.1,4.5,65.0,A Most Wanted Man,2014,"['Crime', 'Drama', 'Thriller']"
a mother s courage talking back to autism,1,,,,77.0,A Mother's Courage: Talking Back To Autism (Sólskinsdrengurinn),2010,"['Art House & International', 'Documentary', 'Special Interest']"
a murder in the park,1,,7.0,,67.0,A Murder in the Park,2015,"['History', 'Crime', 'Documentary', 'News']"
a murder of crows,1,,,,57.0,A Murder of Crows,1999,"['Action & Adventure', 'Musical & Performing Arts', 'Mystery & Suspense']"
a necessary death,1,,,,73.0,A Necessary Death,,"['Documentary', 'Drama']"
a new kind of love,1,,,,51.0,A New Kind of Love,1963,"['Classics', 'Comedy', 'Romance']"
a new leaf,1,,,,83.0,A New Leaf,1971,"['Classics', 'Comedy', 'Romance']"
a new life,1,,,,28.0,A New Life,1988,"['Comedy', 'Drama', 'Romance']"
a nice girl like you,1,,,,51.0,A Nice Girl Like You,,"['Comedy', 'Romance']"
a night at the opera,1,,,,91.0,A Night at the Opera,1935,"['Classics', 'Comedy', 'Musical & Performing Arts', 'Romance']"
a night at the roxbury,1,6.2,6.1,,69.0,A Night at the Roxbury,1998,"['Comedy', 'Music', 'Romance']"
a night in casablanca,1,,,,70.0,A Night in Casablanca,1946,"['Classics', 'Comedy']"
a night in old mexico,1,,5.3,,33.0,A Night in Old Mexico,2014,"['Drama', 'Western']"
a night to remember,1,,,,90.0,A Night to Remember,1958,"['Action & Adventure', 'Classics', 'Drama', 'Special Interest']"
a nightmare on elm street,1,7.4,8.8,,83.0,A Nightmare on Elm Street,1984,['Horror']
a nightmare on elm street,2,5.2,5.0,,43.0,A Nightmare on Elm Street,2010,"['Crime', 'Drama', 'Horror']"
a nightmare on elm street 2 freddy s revenge,1,5.4,,,33.0,A Nightmare on Elm Street 2: Freddy's Revenge,1985,['Horror']
a nightmare on elm street 3 dream warriors,1,6.6,8.1,,68.0,A Nightmare on Elm Street 3: Dream Warriors,1987,"['Fantasy', 'Horror']"
a nightmare on elm street 4 the dream master,1,5.6,7.0,,43.0,A Nightmare on Elm Street 4: The Dream Master,1988,['Horror']
a nightmare on elm street 5 the dream child,1,,6.4,,32.0,A Nightmare on Elm Street 5: The Dream Child,1989,"['Fantasy', 'Horror']"
a novel romance,1,,,,24.0,A Novel Romance,2011,"['Comedy', 'Drama', 'Romance']"
a passage to india,1,,,,78.0,A Passage to India,1984,['Drama']
a patch of blue,1,,,,91.0,A Patch of Blue,1965,"['Classics', 'Drama', 'Romance']"
a patient man,1,,,,50.0,A Patient Man,,"['Drama', 'Mystery & Suspense']"
a perfect day,1,,6.7,5.0,56.0,A Perfect Day,2015,['Drama']
a perfect getaway,1,6.5,6.2,,52.0,A Perfect Getaway,2009,"['Drama', 'Mystery', 'Thriller']"
a perfect man,1,,,,23.0,A Perfect Man,2013,"['Comedy', 'Drama']"
a perfect murder,1,6.6,8.6,,51.0,A Perfect Murder,1998,"['Crime', 'Drama', 'Thriller']"
a perfect world,1,7.5,8.9,,84.0,A Perfect World,1993,"['Crime', 'Drama', 'Thriller']"
a pigeon sat on branch reflecting existence,1,,7.1,4.0,,A Pigeon Sat on a Branch Reflecting on Existence,2014,"['Drama', 'Comedy']"
